,0,1
0,-34.371075,6.6982226
1,-40.630516,-0.4214228
2,-40.27411,-0.07588661
3,0.40522897,12.551302
4,0.6784119,12.301371
5,0.88336223,11.639679
6,18.256493,-42.33321
7,18.997597,-42.01836
8,18.477678,-41.85382
9,18.806248,-41.49334
10,14.806236,-18.460709
11,14.984312,-18.383902
12,15.30457,-18.038088
13,4.614153,7.839408
14,4.618717,6.786792
15,1.3865632,7.375858
16,-9.647723,-14.729506
17,-9.01156,-14.921598
18,-9.538245,-16.274185
19,-8.781531,-15.360584
20,-8.94379,-15.809862
21,-9.495486,-15.318939
22,-9.792465,-15.420493
23,5.235782,6.6350646
24,5.136908,6.42291
25,3.3941402,4.1115403
26,3.8231864,31.096437
27,3.714984,31.404526
28,3.3129473,31.128202
29,36.388237,20.51631
30,36.049088,20.655052
31,20.54024,7.079627
32,20.46275,7.423739
33,-4.984843,40.407135
34,-13.242159,11.040875
35,28.859991,-42.674408
36,28.85798,-42.58462
37,6.2311525,10.233473
38,-6.2451835,-23.504917
39,-0.76124966,-42.84522
40,34.41069,-47.150024
41,16.526674,8.861938
42,16.748882,8.438334
43,35.882324,-51.270287
44,33.94039,-48.129032
45,17.585838,7.221757
46,17.840473,6.7380333
47,37.187798,19.179665
48,37.50119,18.823225
49,20.543184,14.164106
50,20.555532,14.209521
51,14.360505,11.632689
52,14.285316,11.691959
53,1.7104243,29.95447
54,1.5232598,29.913937
55,-12.342464,11.868014
56,-3.8908775,20.060818
57,-29.4372,11.707792
58,-31.422806,10.724239
59,-19.196852,9.747828
60,-20.058456,10.035319
61,-20.397324,10.709478
62,-20.499735,11.054187
63,-2.739083,-40.48408
64,-3.3950412,-40.990284
65,-4.202611,38.3924
66,-4.8833084,38.443115
67,19.502554,-29.806456
68,19.666088,-29.98775
69,5.8554783,4.430591
70,0.6996988,3.9855678
71,-0.8388962,6.043827
72,-0.6759094,5.6324077
73,27.883514,-3.75476
74,27.825182,-3.156607
75,0.30163342,-42.545265
76,0.25125208,-43.209568
77,-5.031593,24.183002
78,-5.049261,24.191078
79,-5.0250087,-7.056989
80,-5.574659,-2.0302022
81,6.57076,-36.675373
82,-4.805462,-25.594828
83,-17.836489,-0.9752821
84,-18.279993,-0.5961016
85,9.97522,7.916985
86,10.019104,7.567512
87,-35.403423,0.71197593
88,-34.5219,0.13073257
89,-2.6064668,18.053513
90,-2.9108868,18.05387
91,-12.63925,6.1119537
92,-13.108063,6.001032
93,-34.285946,2.8878675
94,-34.274784,2.8342993
