"","751585__853_39491","46503__820_28116","357276__33039_40518","47678__1680_45851","853__39491","39485__28117_457412","820__28116","33039__40518","46506__487174","28117__457412","1680__45851"
"ERR209289",0,0,0,0,0,-2.71524401091231,0,0,0,4.70294058184722,0
"ERR209290",0,0,0,0,0,-2.67995369573575,0,0,0,4.64181596294631,0
"ERR209291",0,0,-2.38949739532244,0,0,-2.7706634737992,0,-4.13873089325196,0,4.79892990729549,0
"ERR209292",-2.51885018598899,2.56877946027318,0,-3.38657079460859,4.36277649878724,4.80981604385067,4.65071418399026,0,0,0,-5.86571267969098
"ERR209293",-2.54425048039592,2.60059292673272,0,-3.36354744151088,4.40677109922726,4.73351083022148,4.64573330761066,0,0,0,-5.82583506236515
"ERR209294",-2.66433652511103,2.61307794541029,0,-3.35115716074381,4.61476622995381,4.6636465190302,4.62410525059485,0,0,0,-5.80437446655655
"ERR209295",-2.46491228793564,2.57828683696203,0,-3.369735110933,4.26935331890538,0,4.63688435504691,0,0,0,-5.83655242018471
"ERR209296",-0.138170001329953,0,-2.65645805853914,0,-0.296217743992531,-2.52921865281808,0,-4.60112032556558,0.023663484118566,4.38073521013182,0
"ERR209297",0.0577244005716755,0,-2.72307811918473,0,-0.581054800436577,-2.46426619016695,0,-4.71650965540705,0.020341535896252,4.26823424474335,0
"ERR209298",0.0930196756322898,0,-2.702838852393,0,-0.602649033712654,-2.52050639876202,0,-4.68145421701583,-0.0358147887877584,4.36564514345829,0
"ERR209299",0.0268789326865282,0,-2.68809563023795,0,-0.54912460856662,-2.50488642785534,0,-4.65591820717602,0.0510241621048724,4.33859056023517,0
"ERR209300",-0.104168046294251,0,-2.70389879740152,0,-0.39807634620811,-2.49857706779701,0,-4.68329009562382,-0.0120418637548662,4.32766242805089,0
"ERR209301",-2.71709754135745,0,-2.80314028004269,0,4.70615099075158,0,0,-4.85518138577679,4.65876594629343,0,0
"ERR209302",-2.77163534748306,0,-2.80129122406337,0,4.80061324189447,0,0,-4.85197872687457,4.65621044484464,0,0
"ERR209303",-2.85474293896867,0,-2.77228686366377,0,4.94455981284223,0,0,-4.80174170102142,4.69038076461627,0,0
"ERR209304",-2.68359092096769,0,-2.83597361330203,0,4.64811582184659,0,0,-4.9120503871638,4.66082431740621,0,0
"ERR209305",-3.17793117637306,-2.41499258164156,-6.14581903850517,0,-5.50433826043528,0,4.18288985130511,-1.28840501819417,0,0,0
"ERR209306",-3.20845191621015,-2.42771621387032,-6.21441693471111,0,-5.5572017325177,0,4.20492782878215,-1.2950619199928,0,0,0
"ERR209307",-3.2093487439243,-2.44557543604214,-6.12804063448944,0,-5.55875508368425,0,4.2358609089674,-1.48123589856076,0,0,0
"ERR209308",-3.20248962683984,0,-6.13065777913556,0,-5.5468747443989,0,0,-1.4452949245639,0,0,0
"ERR209309",-3.19866879765674,0,-6.15957261273759,0,-5.54025687412673,0,0,-1.41532404953837,0,0,0
"ERR209310",-5.60334502011348,2.14783149327917,-2.88513291775669,5.39059196260718,0.261779688864717,2.34710987149467,4.82991345447198,-4.99719680014403,0,4.78883980922593,0
"ERR209311",-5.56332249875077,2.19383857474155,-2.93795275898348,5.42451073208189,0.0116183221952084,2.38072128969803,4.91608097425299,-5.08868344879654,0,4.75904955541216,0
"ERR209312",-5.55251952314095,-2.82896756563847,2.51719319963216,5.37827994699225,0.0566901806722281,2.34266653365696,4.89991555665027,-5.06591221787968,0,4.70976298278336,0
"ERR209313",-5.56675953389324,-2.84014411446819,2.5658168318339,5.38665535119486,0.12972392929492,2.26353712380808,4.91927390707663,-5.06132183852313,0,4.78790882902197,0
"ERR209314",-5.60168045731404,2.25136757713598,-2.93249847216723,5.38856534563983,0.245268155377885,2.33297044347622,4.83155797830711,-5.07923634691176,0,4.81470874903103,0
"ERR209315",0.372992136784951,0,4.54350605082785,0,-0.7929859128552,5.55117767409638,0,0,0,0,0
"ERR209316",2.91786517491284,-2.72582772193544,5.09120514545454,0,-5.11252293162866,5.39929271484783,4.72127210707192,0,0,0,0
"ERR209317",2.9039026063882,-2.69925306192661,5.07895133748028,0,-5.11217454491621,5.42608726246826,4.67524344574275,0,0,0,0
"ERR209318",2.91027860906172,-2.69468649572138,5.12339053364806,0,-5.09723776494255,5.41529441423466,4.66733392105916,0,0,0,0
"ERR209319",0.35149430384969,-2.67092627809661,5.10857054428311,0,-0.767799394166553,5.45481928303578,4.62618001693418,0,0,0,0
"ERR209320",-5.11183536073403,0,2.50137860362047,0,0.282710332662125,0,0,4.74962242877216,-4.38685635103228,0,0
"ERR209321",-2.6408219240413,0,2.45914287362423,4.96371966516424,4.57403774618133,0,0,4.75981596678451,-4.41817643139401,0,0
"ERR209322",-2.72856966312208,0,2.48290735041061,0,4.72602128851854,0,0,4.61101520984438,-4.3314073916822,0,0
"ERR209323",-5.09747016471916,0,2.61991842826121,0,0.00520396366284089,0,0,4.63918433749228,-4.41006651664902,0,0
"ERR209324",-4.98973230019732,0,2.51651703075194,0,0.0029243657964769,0,0,4.59674830562515,-4.48759122840969,0,0
"ERR209325",-5.06078652482704,0,2.49530154897694,0,-0.111996404484083,0,0,4.69267319270196,-4.38484139576876,0,0
"ERR209326",-2.60394481236922,0,2.61710935428167,4.98784846179941,4.5101647151289,0,0,4.58251736209747,-4.38277423743799,0,0
"ERR209327",5.24140275004999,4.82336497641152,-2.61984582296203,0,0,0,0,-4.53770607336733,0,0,0
"ERR209328",5.31233293852152,4.7592249220634,-2.61019477122781,0,0,0,0,-4.52098996141719,0,0,0
"ERR209329",5.27676693447933,4.81050286413424,-2.60861322519964,0,0,0,0,-4.5182506433419,0,0,0
"ERR209330",5.30477983642502,4.71789972762065,-2.62859186720801,0,0,0,0,-4.55285466636662,0,0,0
"ERR209331",5.27353977587325,4.75753459401848,-2.63418650733208,0,0,0,0,-4.56254486731157,0,0,0
"ERR209332",0,2.95909885047549,4.89094597865571,0,0,0,4.23480606420136,0,0,0,0
"ERR209333",0,2.94980480912909,0,0,0,-2.50363290718527,4.28255636618846,0,0,4.33641939874626,0
"ERR209334",0,3.03218210181152,0,0,0,-2.61997169768628,4.18203794385589,0,0,4.53792409478512,0
"ERR209335",0,2.99156871510422,4.82922532467937,0,0,0,4.29200900070234,0,0,0,0
"ERR209336",0,3.00942983636882,0,0,0,-2.38413183965856,4.26854961458984,0,0,4.12943747823128,0
"ERR209337",0,2.95973213426786,4.80475315524169,0,0,0,4.343814845308,0,0,0,0
"ERR209338",0,2.97058935974078,-2.41785906930719,0,0,-2.48411839650553,4.31389677333827,-4.18785475358125,0,4.30261927476411,0
"ERR209339",0.759279331848559,0,-2.71682181438307,0,-0.843792643270579,4.60818353301367,0,-4.70567341762295,0,0,0
"ERR209340",0.654829736855456,0,-2.70307318694678,0,-0.640129593577512,0,0,-4.68186009636895,0,0,0
"ERR209341",0.803263496734823,-2.31928557460665,-2.73350592631549,0,-0.802396885525485,0,4.01712045248029,-4.73457114716906,0,0,0
"ERR209342",0.848471267431222,-2.32085240383577,-2.70655937567932,0,-0.849288056464264,0,4.01983428031192,-4.68789835237848,0,0,0
"ERR209343",0.808711727497066,-2.27697893740826,-2.68695932690369,0,-0.798651471495826,0,3.9438432073553,-4.65395007206827,0,0,0
"ERR209344",0.72197745072913,-2.30497994858538,-2.73396764255387,0,-0.714697553544945,0,3.99234238137737,-4.7353708631526,0,0,0
"ERR209345",-2.98986851611559,-6.24071111244214,5.26600439260378,4.99111862976422,-5.17860417786277,-2.44762858236937,1.19617058100009,0,-4.26820043546364,4.23941706272153,0
"ERR209346",-2.94693243372226,-6.15880846597465,-2.40107708784716,4.77122713758015,-5.10423670167956,0,1.28699054059324,4.15878750904081,-4.22340632645091,0,0
"ERR209347",-3.0330186338169,-6.31467511845904,0,4.95790377424501,-5.25334237407402,-2.43275174624944,1.28810727249935,0,-4.3236456337937,4.21364962670593,0
"ERR209348",-2.97125197563706,-6.16401089291477,0,4.83486080533477,-5.1463593838928,-2.39960731971585,1.30593950951696,0,-4.19875024506037,4.15624179596204,0
"ERR209349",-3.00095347513779,-6.24294923139572,5.08935820300358,4.93636250645374,-5.19780389008905,-2.50559671439578,1.23775908707063,0,-4.25012750364545,4.33982081261114,0
"ERR209350",-2.72626369172866,-2.57308429936748,3.54820946705286,0,-4.72202722890434,-5.08989536464449,4.45671273866224,-4.93368453896453,0,-0.0861634203553228,0
"ERR209351",-2.69389529541836,-2.77144144104752,3.54654394553179,0,-4.66596352193537,-5.08272116573032,4.80027738609621,-4.87275049620879,0,0.0856097692187423,0
"ERR209352",-2.72191087667521,-2.92734113585979,3.72563626064421,0,-4.71448793207581,-2.19331500166811,5.07030357839555,-4.92497457565995,0,3.79893301989219,0
"ERR209353",-2.72679576178353,-2.94437888801001,3.70390354360653,0,-4.72294880127256,-2.18993327424992,5.09981383076649,-4.89961486694287,0,3.79307569618653,0
"ERR209354",-2.69521300407372,-2.74931038157893,3.47529293596107,0,-4.66824586027602,-2.62374681384951,4.76194526667128,-4.90158957385475,0,4.54446278778431,0
"ERR209355",-2.71891398354005,-2.73478529964089,3.64979744051379,0,-4.70929716090085,-2.54739603219408,4.73678708677049,-4.92969490484123,0,-4.41221935475952,0
"ERR209356",0.0768552180015034,-2.61067235612202,2.9227820884926,0,-0.821209997750884,5.46098632413278,-4.52181716271889,-4.5427000993195,0,0,0
"ERR209357",-0.149489843707641,-2.56162338084017,2.75564196744533,0,-0.315525058924159,5.27597617706667,-4.43686184547154,-4.5178976696945,0,0,0
"ERR209358",-0.163414340717827,0,2.76963236870928,0,-0.30914998520024,5.27790471559782,0,-4.504174174244,0,0,0
"ERR209359",-5.72955847429647,2.41084245124843,-2.52028759591625,-3.37736683130391,0.165606742962793,0,5.25503857725655,4.36526616581257,0,0,-5.84977094761628
"ERR209360",-5.83472945783445,2.44052416505995,0,-3.36734585362978,0.397029172650924,0,5.21911108595439,0,4.33199315059898,0,-5.83241410514318
"ERR209361",-5.87994156295551,2.48314425440256,0,-3.35741641224132,0.438304513837308,0,5.19635609551282,0,4.32103660740244,0,-5.81521580816757
"ERR209362",-5.87967189651445,2.42990187391883,0,-3.34878706390543,0.452941722337602,0,5.19351575619944,0,4.34038184067614,0,-5.80026933841362
"ERR209363",-3.21085178025074,-5.41457849987222,0,0,-5.56135841896727,0,-0.680786674634761,0,5.82600458444988,0,0
"ERR209364",-3.24392253472319,-5.41717721588727,0,0,-5.61863864595817,0,-0.659326873971472,0,5.89601665361988,0,0
"ERR209365",-3.25009159514993,-5.41236263481096,0,0,-5.62932377205226,0,-0.673638606682577,0,5.88904786387934,0,0
"ERR209366",-3.23695587797548,-5.42450336464065,0,0,-5.60657204251225,0,-0.670626943562526,0,5.89532676408243,0,0
"ERR209367",-3.23616333407908,-5.43942670886219,0,0,-5.60519931621646,0,-0.693818774342495,0,5.81458205800281,0,0
"ERR209368",-2.97355492270353,-5.25049718183495,0,-2.80744532286369,5.15034820521905,3.32032434338389,0.498282481722866,0,-4.65862855001707,4.37128253747494,-4.86263793867152
"ERR209369",-3.05667166911325,-5.28121477306626,0,-2.77928826280024,5.29431063296051,3.18714196577995,0.64136934367608,0,-4.66147516041688,4.47876644701681,-4.81386848004985
"ERR209370",-2.82921427184323,-5.56251898320339,4.80061724380251,-2.75058939451677,4.90034286433147,5.73011172855189,1.0320576308918,0,-4.66229488904879,0,-4.76416058206315
"ERR209371",2.81991879120506,-2.61979970005927,2.08785038481347,-2.43949882061409,-5.28835738450477,-2.76163225714628,4.53762618615636,-4.80229090585547,0.824896843587599,4.78328738119847,-4.22533590230796
"ERR209372",0.330542166328076,-2.70392551123331,-2.76491416765083,0,-0.971224019391304,-2.79469862597535,4.68333636533774,-4.78897181693826,0.838088581168901,4.84056001203224,0
"ERR209373",2.90754539143083,-2.84513294341765,2.47760199991316,-2.43672940788394,-5.35804087861868,-2.54390551577609,4.92791481228736,-4.83388778749543,0.788091918478081,4.4061736029789,-4.22053913875221
"ERR209374",2.88922316978141,-2.86238285966253,2.48912227226772,-2.44234622751552,-5.35050002174547,-2.5204399375407,4.9577925436498,-4.80485977536862,0.840006910578875,4.36553002924622,-4.23026775573105
"ERR209375",0.324918815938078,-2.82790486793738,-2.74019850748661,0,-0.908975031227528,-2.80528657031852,4.89807491023889,-4.74616303779121,0.852504212313103,4.85889886958231,0
"ERR209376",2.82353997022329,-2.82868873309858,2.16365984115209,-2.45197063991388,-5.3192292880942,-2.68451800815146,4.89943260452438,-4.8338714268843,0.781696182446003,4.64972158395193,-4.246937726998
"ERR209377",-2.94543700394275,-2.59427987192311,0,0,5.10164654132229,0,4.49342454722411,0,0,0,0
"ERR209378",-3.00835344285164,-2.6647294725639,0,0,5.2106210101438,0,4.61544683490689,0,0,0,0
"ERR209379",-3.01661740019928,-2.69166717937764,0,0,5.2249346041415,0,4.66210431174769,0,0,0,0
"ERR209380",-3.03414216118222,-2.64315599303287,0,0,5.25528838055445,0,4.5780804722631,0,0,0,0
"ERR209381",-0.670872310445961,0,-2.75668642746393,0,1.07145577216024,-5.01342115330675,0,-4.77472095290306,0,0.60285202114169,0
"ERR209382",-0.769765988778273,0,-2.72335388786932,-2.34256161832999,1.34262825066661,-2.7738858941109,0,-4.71698730077989,0,4.8045113029987,4.05743574280832
"ERR209383",1.45764451644171,0,-2.7009599531433,-2.3782117972949,5.31372979270945,-5.0305307575046,0,-4.67819986805305,0,0.903039783427255,4.11918366407447
"ERR209384",-4.37303999384877,0.00607987346970444,0,0,0.0171405189895108,0,-0.0876739865108765,0,-4.72296520638394,0,0
"ERR209385",-2.33008979829107,-4.57049008625968,0,0,4.03583391683805,-2.27422861712643,0.371034820928952,0,-4.63902779772527,3.93907951289008,0
"ERR209386",-2.34897664633921,-0.288432780289168,0,0,4.06854689725227,-2.30948670832887,0.274847600027838,0,-4.71603030705613,4.00014831823061,0
"ERR209387",-2.3324938102083,-0.23060457990128,0,0,4.0399977876207,-2.29509319704153,0.250204799895432,0,-4.69012344619312,3.97521802538163,0
"ERR209388",-2.42794959230935,-2.78995513938838,0,5.38680110395579,4.20533205209593,5.96682581401743,4.83234405225858,0,0,0,0
"ERR209389",-6.11538786428469,-5.19931940877104,6.03339990364991,4.93370509924722,0.0212616648685793,5.3546025064475,0.519270035969285,0,0,0,0
"ERR209390",-6.15148271976993,-5.1816434032215,6.03282544725196,4.89840399994049,0.0110204617390195,5.3633782074157,0.545576230135295,0,0,0,0
"ERR209391",-6.22579945991878,-5.20130379458035,6.03962308358082,4.89988268991505,0.14489626453067,5.31173374864071,0.584755357097845,0,0,0,0
"ERR209392",-6.15556249629161,-5.17823607898374,5.99876295170844,0,0.104624923439355,5.3137796962114,0.569569368840262,0,0,0,0
"ERR209393",-6.20709634301121,-5.18473779874528,5.97368561301848,4.8475539236492,0.195878555616858,5.27381685185304,0.528216073392302,0,0,0,0
"ERR209394",-5.47709794441788,2.67791037952077,3.8672984838132,0,-0.601746349535186,-2.59828813070554,4.89837960226553,-4.61632939933468,0,4.50036705508515,0
"ERR209395",-5.41597801090218,2.57447276332702,4.27796131360854,0,-0.564894614859223,-2.56896412049177,4.83299934290892,-4.52255715818444,0,4.44957637951324,0
"ERR209396",-5.44233538689138,2.56819539475345,4.2408901008628,0,-0.455568909095928,-2.62880618280286,4.8635394831198,-4.55065944050046,0,4.55322587186575,0
"ERR209397",-5.45493401480039,2.64317302501642,4.24275729535554,0,-0.476713368718728,-2.60437142559304,4.8008159358608,-4.53397351941593,0,4.51090363090773,0
"ERR209398",-5.33831798057311,0,0,-2.99989905597842,-0.540581921644436,2.28049704524133,0,0,-4.43037943145112,4.6771358808994,-5.19597758253254
"ERR209399",-5.37101672785333,0,0,-2.94948676716209,-0.366057734186719,2.1134321042418,0,0,-4.40754674378458,4.80450886665273,-5.10866093697681
"ERR209400",-5.41358690536983,0,4.92201596627237,-2.96127228240888,-0.381515486054394,-2.78045582687867,0,0,-4.43483374327554,4.81589076035479,-5.12907404817763
"ERR209401",-5.36995725970532,0,0,-2.97084165749939,-0.415962765317024,2.11416912375829,0,0,-4.46107309794526,4.78386570916238,-5.14564869203109
"ERR209402",-5.39752394156501,0,4.89246753005556,-2.9438043023085,-0.366671072843713,-2.74873231548337,0,0,-4.38463848113039,4.76094402682364,-5.09881861913817
"ERR209403",-2.5505780436157,4.99559773325207,-2.83453865913722,-3.04332597180789,4.41773076021203,-2.47592651421464,0,-4.90956497364383,-0.620651514687387,4.28843051842667,-5.2711952071652
"ERR209404",-2.60318080147643,4.90255257187138,-2.83968676183429,-3.05131719131622,4.50884140944504,-2.46780009813804,0,-4.91848174907774,-0.59823756890253,4.27435515289856,-5.28503640536805
"ERR209405",-2.65505538833129,4.94501876256675,1.91947491081202,-3.0222338258543,4.59869082949931,-2.51689511883231,0,-4.87679234370387,-4.57035309368966,4.35939022313967,-5.23466253873292
"ERR209406",-2.620489977897,5.00648167616546,-2.81894751078977,-3.02931107331542,4.53882178244265,-2.50402619077284,0,-4.88256031255769,-0.584779952856741,4.33710058590172,-5.24692069091331
"ERR209407",-5.20053513994993,0,0,-2.75631600754163,0.207174210217092,0,0,0,0,0,-4.77407936677751
"ERR209408",-5.28129729710345,0,0,-2.70292064601195,0.413160018059889,0,0,0,0,0,-4.68159588771958
"ERR209409",-5.29684282221632,0,0,-2.71288361751107,0.446249318566054,0,0,0,0,0,-4.69885226055043
"ERR209410",-5.28469931846719,0,0,-2.66985766331507,0.439555004142589,0,0,0,0,0,-4.62432912183883
"ERR209411",0,-5.8495277978603,5.39761406087901,0,0,0,-0.24239093044755,0,0,0,0
"ERR209412",-2.66204047245752,-5.81250522025358,5.36337308918705,0,4.61078935010108,0,-0.161518536549059,0,0,0,0
"ERR209413",-2.6705207203366,-5.77893786250253,5.36266228000297,0,4.62547757028843,0,-0.184980784955506,0,0,0,0
"ERR209414",-2.67702414271946,-5.81835439711186,5.39274803904145,0,4.63674182827863,0,-0.18473986273509,0,0,0,0
"ERR209415",-5.86466463815308,-2.73151210910132,6.01308873580573,0,-0.944127515294902,-2.63617858382422,4.73111775445311,0,0.94594916867383,4.56599524500853,0
"ERR209416",-5.91552295506059,-2.65310204575849,5.72497527432644,0,-0.926431233612618,-2.69040148452329,4.59530754091864,0,0.961191667041262,4.65991206395307,0
"ERR209417",-5.92990465059202,-2.71421665975897,6.0014465646346,0,-0.792370372679538,-2.73144500342742,4.70116115745243,0,0.941436191036823,4.73100152401643,0
"ERR209418",-5.86921070690567,-2.65092265358044,6.20965115489867,0,-0.837717933698657,-2.73632729536523,4.59153272293663,0,0.922053847025367,4.73945790171011,0
"ERR209419",-3.17670384452481,-5.23836492024849,-2.59506613245659,0,-5.50221245931635,-2.62264812726496,0.10459053697468,-4.49478639041608,-5.01327314407006,4.54255980679828,0
"ERR209420",-3.14291747070652,-5.24234076894436,-2.53291543629771,0,-5.44369274325956,-2.76339700131096,-0.0558592340178692,-4.38713822694313,-4.96234144648819,4.78634400775406,0
"ERR209421",-3.13062655142595,-5.19893850233007,-2.51965094617256,0,-5.42240424659389,-2.79414057118701,-0.0560672084240042,-4.36416345610986,-4.99007928873237,4.83959343278542,0
"ERR209422",-3.14960972924145,-5.2081404773365,-2.54776210226154,0,-5.45528407505945,-2.81615103412404,-0.103380534259355,-4.41285340671548,-4.9976247653308,4.87771667289047,0
"ERR209423",-5.04438817277526,3.62707694546829,-1.83450880919619,-3.27594547139332,-1.42728209241355,0,0,-3.17746246446049,0,0,-5.67410399927841
"ERR209424",-5.2367982189894,3.49009540934886,-1.81463156400262,-3.20826857490646,-0.980554988536397,0,0,-3.14303406587072,3.09663528184094,0,-5.55688417606458
"ERR209425",-5.25226088293979,1.53515928372321,-1.83004691437799,-3.21231326212176,-0.996572746416603,0,3.40416237842642,-3.16973423593733,0,0,-5.5638897798222
"ERR209426",-5.23175037770841,-1.94496668626389,-1.82197429139096,-3.2165994812933,-1.00076629595524,0,3.36878111963794,-3.15575204277344,3.15114686115352,0,-5.57131372919969
"ERR209427",-4.85143278584981,0,-2.77218500139534,-3.62370648833994,-0.440399425420097,0,0,-4.80156527039713,0,0,-6.27644374952178
"ERR209428",-5.15255585606099,0,-2.74536590416869,-5.8968808725912,0.0268507917567141,0,0,-4.75511323138744,0,0,-2.18117861534934
"ERR209429",-5.1895959108018,0,-2.77583713235793,-5.88663383554255,0.0563062479537714,0,0,-4.80789094678023,0,0,-2.20303600683025
"ERR209430",-5.17880480848519,0,-2.75412631041387,-5.90260255000171,0.112647379007961,0,0,-4.77028670009904,0,0,-2.1447410006212
"ERR209431",-4.86089119616297,-0.831689301714092,5.68786495502572,0,0.533443889405716,0,1.17987080231281,0,0,0,0
"ERR209432",-5.00526820478617,-0.836226429508423,5.54587204601349,0,0.820628330670123,0,1.29835773831341,0,0,0,0
"ERR209433",-2.77368724677109,-0.809775613604012,5.51121276099986,0,4.80416723571336,0,1.28876494424564,0,0,0,0
"ERR209434",-2.76550893768065,-0.818562278313834,5.34140374272936,0,4.79000198884872,0,1.28603668385206,0,0,0,0
"ERR209435",-5.63486218728216,-3.11467419833257,-2.72772555336509,4.85215030239953,-0.387881131957235,-2.68286334726786,5.39477396053588,-4.72455924753226,0,4.64685562723224,0
"ERR209436",-5.83234288189117,-3.11843548191396,-2.71140220279382,4.79060635377474,0.058904023191755,-2.84634355652247,5.40128869480051,-4.69628637499307,0,4.93001165569322,0
"ERR209437",-5.82841358320359,-3.12220737694893,-2.69110182104136,4.75362059076844,-0.0142022239263301,-2.86301629806202,5.40782180864189,-4.66112508238477,0,4.95888969114117,0
"ERR209438",-5.79644197626809,-3.1107916686703,-2.6990886383348,4.72982006302205,0.0115354662350184,-2.83475710298131,5.38804922189893,-4.67495865572776,0,4.9099433294804,0
"ERR209439",-5.55644169358992,3.60759093226806,0,0,-0.13329730748908,2.63699463777127,4.60336737448782,0,0,4.32010920660356,0
"ERR209440",-5.73604338942272,3.58800385595564,0,0,0.216393526850182,2.28945251051893,4.54722310234882,0,0,4.58398819230559,0
"ERR209441",-5.68579080530911,3.65088209642663,0,0,0.230627012940365,2.31139653429591,4.5131874966687,0,0,4.5668528223134,0
"ERR209442",-5.66815690884548,3.59617974861278,0,0,0.214318666025728,2.35081911699716,4.57253082968959,0,0,4.49842362737608,0
"ERR209443",-5.27684424945947,-0.0747370334045128,5.0640603733617,0,-0.258282464492985,-2.77549173741185,0.284954627571329,0,0,4.80729270518495,0
"ERR209444",-5.35986944704096,-0.0806958699273658,0,-2.46433074900015,0.131942677097047,-2.89207223048696,0.330152170297733,0,0,5.00921604236247,4.26834606392253
"ERR209445",-5.36839248780733,-0.0143056743852447,0,-2.4551655925998,0.0775130961740001,-2.92261308943834,0.27328460264716,0,0,5.06211436177305,4.2524715473778
"ERR209446",-5.34354722907531,-0.0149858184991545,0,-2.45447872095273,0.0761130096032986,-2.92749832981994,0.305540271945706,0,0,5.07057584632117,4.25128185078681
"ERR209447",1.42301269807328,-2.66960430042938,-2.56645266166367,0,0.369444867481052,5.28000978562019,4.62389028444806,-4.44522640522186,0,0,0
"ERR209448",1.44733573830108,-2.65199152603236,-2.56493599006497,0,0.431633159321947,5.2979140589028,4.59338406433018,-4.44259945295451,0,0,0
"ERR209449",1.36086229395429,-2.65582904453199,-2.55498174106945,0,0.505656454936866,5.20016694201854,4.60003084134651,-4.42535818794308,0,0,0
"ERR209450",1.40309789019777,-2.67484236135389,-2.54845661018916,0,0.45378711304136,5.25264439104184,4.63296287210245,-4.41405632973238,0,0,0
"ERR209451",-2.49047574208239,0,-2.03779250817361,-1.8671537070133,4.3136305203045,0,0,-3.5295601594399,0,0,3.23400508608761
"ERR209452",-5.63109706362304,2.63203741875113,0,0,-0.531644842890363,0,4.74003550312233,0,5.04926318495508,0,0
"ERR209453",-3.12881414736507,0,-2.65484712329461,2.79067913504159,-5.41926507067659,-2.53148749008925,0,-4.59833010387433,4.57734606875368,4.3846649515596,-5.83745756043495
"ERR209454",-5.61417323867102,0,0,0,-0.897187499148913,2.45598838634124,0,0,-4.34048470259168,4.1021321397164,0
"ERR209455",3.45968991749963,-2.97706320592677,-2.75254304501046,0,4.1410210997018,2.13110070182523,5.15642473000904,-4.76754440397847,-5.59184820828208,4.7790017506251,0
"ERR209456",-2.5620500442863,0,-2.33978397129878,0,4.43760084823796,4.91313336903124,0,-4.05262471702477,0,0,0
"ERR209457",-5.06389803424311,2.56310804626789,0,0,0.0562737975908359,4.99024705943744,4.44330431216682,0,-4.77770480529964,0,0
"ERR209458",3.62058015022431,0,0.135033215609248,0,4.43553041979601,5.63883541980886,0,-0.356238514308879,-4.62976185551032,0,0
"ERR209459",3.37538834854897,-2.55254003067211,2.68058103049092,0,4.74987475440572,2.85545804576587,4.42112902147751,-4.54952344974288,-4.55766334314676,4.53829879374845,0
"ERR209460",0,-2.51262736557053,6.22195705849961,0,0,5.55699927214311,4.3519982576561,0,-4.99120047048619,0,0
"ERR209461",-2.38980977169575,-2.55155981740963,0,5.19785715393474,-4.13927194500163,0,4.41943124230464,0,-0.374402713580881,0,0
"ERR209462",-4.74494483138232,-2.81136127686018,0,5.13497417192429,0.0505018867892769,0,4.86942056995355,0,-0.382157323694804,0,0
"ERR209463",-2.36481372900135,-2.77534266281749,0,5.08716431478066,4.09597752906676,0,4.8070345004134,0,-0.378848269208723,0,0
"ERR209464",-4.75454995085229,-2.80980815928564,0,5.11222310840784,0.028273880146265,0,4.86673049140432,0,-0.394165658379028,0,0
"ERR209465",0.0167737015832238,-2.53122022540515,5.20746133946525,-3.334336116339,-0.4882001572168,5.34538315699352,4.38420203554766,0,0,0,-5.77523956301104
"ERR209466",-0.141715040875566,-2.80933449239642,5.2194953224824,-3.31047364799799,-0.236359319694608,5.25725306145863,4.86591007628633,0,0,0,-5.7339085554504
"ERR209467",-0.1463675697695,-2.81858016483687,5.0936276139405,-3.29726306198601,-0.200266802014418,5.25968681182236,4.88192405070332,0,0,0,-5.71102714927989
"ERR209468",-0.160958331549146,-2.8251429641621,5.15812010852212,-3.29842647700651,-0.21009650969023,5.28637751409391,4.89329115257449,0,0,0,-5.71304224320569
"ERR209469",-2.51451186330003,-2.744272092344,-2.53930400845494,5.17101733825805,4.35526230347034,0,4.75321869373316,-4.39820355850727,0,0,0
"ERR209470",5.09031482463591,0,0,-3.14348307546565,0,0,0,0,-4.39245167896323,0,-5.44467239943937
"ERR209471",2.52289466663301,0,0,1.78568617547479,5.10243684093291,4.86576568076891,0,0,0,0,-5.4014344282208
"ERR209472",0,-2.85887842875853,2.67947197262211,2.40480918566402,0,-2.75002879572549,4.95172269127246,-5.50224378885559,0,4.763189596474,4.58410299816892
"ERR209473",3.41541024475069,0,-2.33596222058419,0,4.11402424196369,6.03869734606451,0,4.04600525061324,5.23328168475955,0,0
"ERR209474",-2.90812559080705,2.90423056123549,2.76716649695999,0,-5.03702127806908,-2.6820456937544,4.9545328831027,-4.64396731046356,0,4.64543940980394,0
"ERR209475",-3.02663501576915,-3.31794733827045,3.36278607674842,0,-5.2422856232792,-2.21861681522968,5.74685336672235,-4.04879203342286,0,-3.84275704650446,0
"ERR209476",-2.49041290263207,0,-2.80370305520583,-2.77429150316425,4.31352167918382,-2.55964021223081,0,-4.85615614095258,-4.73526339092834,4.43342689668015,-4.80521383848711
"ERR209477",-5.49624512512333,-2.55768426253056,-2.54002755697934,6.06070420728885,0.147685628277115,-3.03688516865792,4.43003909242227,-4.39945678131327,-5.19500443364413,5.2600394088679,0
"ERR209478",0,-2.69050336017216,0,5.26748074209762,0,5.06135747698287,4.66008851775297,0,0,0,0
"ERR209479",-0.145317169911184,-5.77386348434325,3.11325456608786,0,-0.00176007633211314,0,0.144914889656166,-4.5781376808233,0,0,0
