"","751585__853_39491","46503__820_28116","357276__33039_40518","47678__1680_45851","853__39491","39485__28117_457412","820__28116","33039__40518","46506__487174","28117__457412","1680__45851"
"ERR209213",-5.39181106827675,-2.91201727432749,5.52996567472028,0,-0.275826911487128,0,5.04376187165344,0,0,0,0
"ERR209214",-2.94485214309478,-2.67070613374659,3.05385658130696,0,-5.10063353261826,0,4.62579871573493,-4.82009800079237,0,0,0
"ERR209215",0,-5.30286215130466,-2.49801930435521,0,0,0,0.398030893053462,4.32669635343109,0,0,0
"ERR209216",0,-5.58769741676654,-2.64152716393511,0,0,0,0.210730857486611,4.57525925750893,0,0,0
"ERR209217",2.26723342249851,5.49428893597737,0,-3.57807801798445,4.48735899300418,2.13828254295901,0,0,-4.29294270283743,4.49249666159479,-6.19741292059441
"ERR209218",4.87509182112018,3.02030797241882,-2.18112484168232,0.862798871215101,0,4.90576155143577,3.86499892815737,-3.7778190434444,-4.00154564491283,0,-6.40011498051458
"ERR209219",-5.43032879456234,-2.58729432268812,4.98529714633213,0,0.510452608952261,0,4.48132522103034,0,0,0,0
"ERR209220",-2.59508085968052,0,-2.70177451297969,5.21039773683755,-4.49481189871619,5.0749591747021,0,4.67961072707549,0,0,0
"ERR209221",-2.939928286516,0,5.92536946332385,-2.98577539740829,5.09210516285463,2.63731957395834,0,0,0,4.69417317379506,-5.17151468830032
"ERR209222",0,0,6.22896213260227,-3.31012153592812,0,5.96143477782394,0,0,0,0,-5.73329867945544
"ERR209223",0.406642785029009,0,-2.51493408938732,-2.5753421889652,0.855615643205581,0,0,-4.3559936205058,0,0,-4.46062351816338
"ERR209224",3.04669005664686,0,-2.80746254798347,-3.22438548310226,-4.12833306536304,5.07395761785874,0,-4.86266777345415,0,0,-5.58479947992063
"ERR209225",-2.2168365124945,-2.34548016026722,-2.85146253010512,0,-3.83967347171428,4.81022868739687,4.06249080572761,-4.93887797802096,-4.96318392109979,0,0
"ERR209226",-2.37937803136961,-2.53889552111593,-3.00314485981374,0,-4.12120364074538,5.47990696934466,4.39749603768185,-5.20159947968671,-5.20920062255129,0,0
"ERR209227",-2.91040680926768,0,0,1.58091508280907,-5.04097246434605,0,0,0,-4.33406143398143,0,-5.82736744258691
"ERR209228",-2.93327664381147,0,0,1.64688982581155,-5.08058417973658,0,0,0,-4.46909699977352,0,-5.87551936929487
"ERR209229",-2.4965322339472,-2.81314377356513,0,0,4.32412067192998,-2.98797256834115,4.87250794481084,0,0,5.17532029998894,0
"ERR209230",0,-2.78777980375132,0,5.04344669364806,0,2.78413230095184,4.82857626041169,0,0,4.47343771849398,0
"ERR209231",-5.40146134468253,0,-2.27841386347856,-3.52544636287693,-0.615925251458897,2.21266485801146,0,-3.94632857221416,0,4.45315132869272,-6.10625221986175
"ERR209232",-2.81959642978733,0,-2.24149896717342,-3.70619385843736,-4.88368427323146,5.08279767401994,0,-3.88239009625752,0,0,-6.41931606551324
"ERR209233",-3.10385826413133,1.93750215956752,2.42166721923736,0,5.376040212968,-3.12319473713745,5.23455645017172,-4.43011310319815,-4.6459441653154,5.40953196665378,0
"ERR209234",-2.89628553768982,-0.320074278275561,-2.82033514618477,0,5.01651370450571,-3.06763706896768,1.1362142812236,-4.88496376756421,-4.91037720097936,5.3133032626337,0
"ERR209235",0,0,-2.25506850846417,0,0,0,0,3.90589323120852,0,0,0
"ERR209236",0,4.55591136159781,0,0,0,0,0,0,0,0,0
"ERR209237",-6.07840947651387,-2.64599340396235,0,4.61939502766733,-0.930346324364611,-2.66271963387171,4.58299501215491,0,-4.12595276660326,4.61196569217701,0
"ERR209238",-5.74778505507221,-2.72865846797624,0,4.82051968653587,-1.66234794100325,-2.39531028804999,4.72617510303791,0,-4.25815808581014,4.14879911879503,0
"ERR209239",-5.49649336304877,0,-5.02897163203338,0,0.526660186770291,-2.83553984128766,0,-0.100762702711217,-4.49617581152527,-4.91129907199602,0
"ERR209240",-5.60987107610092,0,-2.56044771022529,0,0.733423750007762,-5.28129314985168,0,-4.43482552423359,-4.57722344058405,-0.43483778061998,0
"ERR209241",0,-3.30828119776118,4.08383672665352,6.20754620379037,0,0,-5.73011112024719,3.8681048081021,0,0,0
"ERR209242",0,-3.30928673593078,4.10945765483425,6.19021608848868,0,0,-5.73185276344588,3.85772936448829,0,0,0
"ERR209243",0,-3.28235912074246,4.21366622212809,6.13390880356818,0,0,-5.68521276581305,3.54740701593193,0,0,0
"ERR209244",0,-3.31328055024909,4.13279308798498,6.21043140900939,0,0,-5.7387702527612,3.81674560296324,0,0,0
"ERR209245",-3.26745005526445,-5.35603552275736,-5.97093501719294,0,-5.65938950691177,0,-0.000765683152018451,0.0158493128183177,0,0,0
"ERR209246",-5.58567722788434,-3.19582750065659,4.88295684641122,0,0.931688203312693,-0.0484456380763645,5.53533560336308,0,-4.74811434901359,0.539853957039656,0
"ERR209247",-5.51459300508377,-3.1343464117586,6.24757883575175,0,1.16114701737196,-0.205205491902654,5.4288472336871,0,-4.59032704121785,0.719821890334872,0
"ERR209248",-5.53920096024743,-3.11528087581898,6.20279359831117,0,1.18638549256473,1.95416305889551,5.39582475676615,0,-4.62900500317653,4.83993299934356,0
"ERR209249",-5.55488578636309,-3.1111394529023,6.19940009497647,0,1.17587903870905,2.02635759690017,5.38865160185883,0,-4.60591272020459,4.81834673271051,0
"ERR209250",2.39878226938088,-2.92903903317505,4.82669985033611,-2.79081619706988,-4.29622743465931,5.2192660903158,5.07324442281161,0,-4.36204397167101,0,-4.83383544791119
"ERR209251",2.36645834968939,-2.98864860412181,0,-2.70774563251668,4.59910303549562,2.28954963051212,5.17649122830878,0,-4.41975712656416,4.78466969431975,-4.68995300949162
"ERR209252",-5.12861599263256,-2.97548713520674,0,-2.6869213015853,0.257971072057026,2.27606720787272,5.15369489544563,0,-4.38093435346676,4.74137583324979,-4.65388421028483
"ERR209253",-5.09681539285853,-2.96564141547445,0,-2.69119630064049,0.238706628678685,2.26036974641767,5.13664160863223,0,-4.40269562106259,4.75073971261503,-4.66128872585073
"ERR209254",2.52814222556106,5.27696347268372,0,0,4.41896909197726,3.301918460733,0,0,0,4.30928167059086,0
"ERR209255",-5.93073678345743,2.06276363750483,0,0,-1.08866810834181,0,5.2685259691775,0,0,0,0
"ERR209256",-5.87877631822858,2.02870231669178,0,0,-1.23533245863379,0,5.29341337203625,0,0,0,0
"ERR209257",-5.99191742103479,2.03486570285376,0,0,-0.948775298612073,0,5.31999178773903,0,0,0,0
"ERR209258",-3.2882790115608,1.76712709091682,-2.37147700526879,0,-5.69546631748567,0,5.72245638418619,4.10751866210683,0,0,0
"ERR209259",-3.28537601070987,1.74806784262947,-2.41866071140312,0,-5.69043817251744,0,5.70410705921489,4.18924323842089,0,0,0
"ERR209260",-6.07041706251195,1.95713233183127,0,0,-0.790938278308969,-2.52016426995565,5.33037553645327,0,0,4.36505255898291,0
"ERR209261",-5.80946632597947,2.0435173932707,0,0,-1.37837159513059,0,5.27625714905538,0,0,0,0
"ERR209262",-2.90108409152517,-2.51947181501827,0,4.95754868772031,-5.02482504355139,0,-4.36385319184941,0,0,0,0
"ERR209263",-2.86242966094206,-2.48755757595032,0,4.86174649616148,-4.9578736058438,0,-4.30857610829883,0,0,0,0
"ERR209264",-2.91856716650437,-2.55974902470421,0,4.92250816207367,-5.05510661768791,0,-4.43361536541257,0,0,0,0
"ERR209265",-2.93564394825312,-2.56921562966227,-2.33319351624231,4.93420466680413,-5.0846844713065,0,-4.45001200617511,-4.04120971402196,0,0,0
"ERR209266",-2.94299983711369,-2.55545224577875,-2.29086231293196,4.95327782608531,-5.09742524454785,0,-4.42617312600478,-3.96788991914291,0,0,0
"ERR209267",-2.90370055553734,-2.52004614584515,-2.3318333784756,4.91383795882176,-5.02935689215665,0,-4.36484796202193,-4.03885388630472,0,0,0
"ERR209268",-2.5359474257069,1.68308893634294,5.48139035846969,0,-4.39238978664786,4.98716453126855,5.96200601077076,0,0,0,0
"ERR209269",-5.13272702998632,1.67021136771444,5.38119980486457,0,0.0928783595890086,0,5.92836188625824,0,0,0,0
"ERR209270",-2.57196311955224,1.71929838891344,5.45649361020643,0,-4.45477079825782,0,5.97237947107612,0,0,0,0
"ERR209271",-2.56524915521846,1.7422557554427,5.65565885197834,0,-4.44314187091152,4.9488795929691,5.96779878851941,0,0,0,0
"ERR209272",-5.13170892955044,1.72225984662989,5.55471534343935,0,0.13674040857473,0,5.91233501347935,0,0,0,0
"ERR209273",-2.53476664148653,1.68966737921562,5.74862858623875,0,-4.3903446083854,4.98440691238165,5.9559239639592,0,0,0,0
"ERR209274",-3.22217982380624,5.1480728212593,0,-3.34150296733689,-5.58097916595575,-2.84527592388231,0,0,0.646550417517398,4.92816246171664,-5.78765291306965
"ERR209275",-3.21447261993274,5.18940390427658,0,-3.31018068457653,-5.56762989726255,-2.9399961824679,0,0,0.68071316502148,5.09222276209294,-5.73340112791967
"ERR209276",-3.26885267062333,2.80334357239478,0,-3.33568856373324,-5.66181890797683,-2.70367583570152,4.02282940361593,0,0.652956564938795,4.68290391463128,-5.77758207061242
"ERR209277",-3.2569046406967,2.84849734552449,0,-3.3218267527252,-5.64112431309354,-2.74368336448667,4.00013357934583,0,0.64489627121877,4.75219898717243,-5.75357270966158
"ERR209278",-3.2654657756886,5.25181007992849,0,-3.32788215217099,-5.65595263386997,-2.71609511173255,0,0,0.74001889291099,4.70441473171025,-5.76406096916182
"ERR209279",-3.24452504284381,5.12594826119695,0,-3.34971317726299,-5.61968222063507,-2.81469180614913,0,0,0.640884914217693,4.87518921589809,-5.80187341380247
"ERR209280",-5.22588086947228,0,0,-3.10938615800041,0.298799887215972,0,0,0,0,0,-5.3856148060081
"ERR209281",-5.28360194996688,0,0,-3.10120992602275,0.410483665561053,0,0,0,0,0,-5.37145315680833
"ERR209282",-4.89458931279561,0,0,-3.12773901426573,-0.425194605756079,0,0,0,0,0,-5.41740288552364
"ERR209283",-4.80112413055498,0,0,-3.14176437277778,-0.410938282351416,0,0,0,0,0,-5.44169551906087
"ERR209284",-5.32844442735477,0,0,-3.0767369442843,0.498271396504171,0,0,0,0,0,-5.32906470902463
"ERR209285",-5.12873889033137,0,0,-3.14217546736177,0.0533035995401062,0,0,0,0,0,-5.44240755576706
"ERR209286",0,0,0,0,0,-2.78616133360699,0,0,0,4.82577298789116,0
"ERR209287",0,0,0,0,0,-2.82687451583648,0,0,0,4.89629028805045,0
"ERR209288",0,0,0,0,0,-2.69847273108168,0,0,0,4.67389187307262,0
