mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_C,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score,split0_train_score,split1_train_score,split2_train_score,split3_train_score,split4_train_score,mean_train_score,std_train_score
0.06389498710632324,0.00852071113540452,0.004065513610839844,0.00021939344495154533,0.001,{'C': 0.001},0.8571428571428571,0.9818181818181818,0.8727272727272727,0.6909090909090909,0.8363636363636363,0.8477922077922078,0.09318270057050872,10,0.8636363636363636,0.8506787330316742,0.8597285067873304,0.8914027149321267,0.8461538461538461,0.8623200329082682,0.015818448627585042
0.08832621574401855,0.01214105711244695,0.009555625915527343,0.011187749753760131,0.00332829813945462,{'C': 0.00332829813945462},0.8928571428571429,0.9818181818181818,0.9272727272727272,0.7272727272727273,0.9272727272727272,0.8912987012987014,0.08682048875505939,9,0.9409090909090909,0.9321266968325792,0.9276018099547512,0.9321266968325792,0.918552036199095,0.9302632661456192,0.007273439195607971
0.08565888404846192,0.003590549734164227,0.004345560073852539,0.0006507078676495451,0.011077568505097092,{'C': 0.011077568505097092},0.9107142857142857,0.9818181818181818,0.9636363636363636,0.7636363636363637,0.9272727272727272,0.9094155844155842,0.0771416546322822,8,0.9636363636363636,0.9683257918552036,0.9683257918552036,0.9502262443438914,0.9728506787330317,0.9646729740847387,0.007789012390154793
0.09717826843261719,0.010735086360769794,0.003944873809814453,5.899537545218813e-05,0.03686945064519577,{'C': 0.03686945064519577},0.9464285714285714,0.9454545454545454,0.9636363636363636,0.9818181818181818,0.9090909090909091,0.9492857142857142,0.0240946718803296,7,0.9954545454545455,0.9909502262443439,0.9909502262443439,0.9909502262443439,0.995475113122172,0.99275606746195,0.002211704333246603
0.09699068069458008,0.0029616985105538453,0.003873920440673828,2.3505024973662372e-05,0.12271252398511903,{'C': 0.12271252398511903},0.9821428571428571,0.9454545454545454,0.9636363636363636,0.9818181818181818,0.9454545454545454,0.9637012987012987,0.016335267100862954,6,1.0,1.0,1.0,1.0,1.0,1.0,0.0
0.11258988380432129,0.010186842324718065,0.0039536476135253905,0.00011992444100953682,0.40842386526745217,{'C': 0.40842386526745217},0.9821428571428571,0.9454545454545454,0.9636363636363636,0.9818181818181818,0.9818181818181818,0.9709740259740259,0.01459465241921319,5,1.0,1.0,1.0,1.0,1.0,1.0,0.0
0.1091914176940918,0.011267650309018587,0.003928232192993164,5.569478420324674e-05,1.3593563908785269,{'C': 1.3593563908785269},0.9821428571428571,0.9636363636363636,0.9636363636363636,0.9818181818181818,1.0,0.9782467532467531,0.01362398943813782,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0
0.10646066665649415,0.013517811733687983,0.004242086410522461,0.0004247333030132568,4.524343346616749,{'C': 4.524343346616749},0.9821428571428571,0.9636363636363636,0.9636363636363636,0.9636363636363636,1.0,0.9746103896103897,0.014578464398555011,2,1.0,1.0,1.0,1.0,1.0,1.0,0.0
0.08932418823242187,0.0014644063387165298,0.003937911987304687,0.00010963951525634978,15.058363542798414,{'C': 15.058363542798414},0.9821428571428571,0.9636363636363636,0.9636363636363636,0.9636363636363636,1.0,0.9746103896103897,0.014578464398555011,2,1.0,1.0,1.0,1.0,1.0,1.0,0.0
0.09519772529602051,0.014052808427744734,0.004718351364135742,0.0012462100167046624,50.11872336272722,{'C': 50.11872336272722},0.9821428571428571,0.9636363636363636,0.9636363636363636,0.9636363636363636,1.0,0.9746103896103897,0.014578464398555011,2,1.0,1.0,1.0,1.0,1.0,1.0,0.0
