mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_C,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score,split0_train_score,split1_train_score,split2_train_score,split3_train_score,split4_train_score,mean_train_score,std_train_score
0.05939984321594238,0.004766017711918923,0.005902147293090821,0.0035397105428081905,0.001,{'C': 0.001},0.8571428571428571,0.9818181818181818,0.9454545454545454,0.8181818181818182,0.8363636363636363,0.8877922077922078,0.06418055152823064,10,0.9181818181818182,0.8868778280542986,0.8914027149321267,0.918552036199095,0.9049773755656109,0.90399835458659,0.013158277525274145
0.08603358268737793,0.010813035522369799,0.004000282287597657,0.00013816998255382945,0.00332829813945462,{'C': 0.00332829813945462},0.8928571428571429,0.9818181818181818,0.9636363636363636,0.8363636363636363,0.9090909090909091,0.9167532467532468,0.0520071092873631,9,0.9409090909090909,0.9230769230769231,0.918552036199095,0.9502262443438914,0.9276018099547512,0.9320732208967504,0.011758862062723571
0.09396233558654785,0.008587774641877575,0.004507923126220703,0.0007224054714185482,0.011077568505097092,{'C': 0.011077568505097092},0.8928571428571429,0.9818181818181818,0.9818181818181818,0.8363636363636363,0.9272727272727272,0.9240259740259742,0.05540144664266008,8,0.9727272727272728,0.9773755656108597,0.9547511312217195,0.9592760180995475,0.9547511312217195,0.9637762237762239,0.009468049619921516
0.08860616683959961,0.0009664380480913764,0.004052591323852539,0.00010532645284681567,0.03686945064519577,{'C': 0.03686945064519577},0.9642857142857143,0.9636363636363636,1.0,0.9818181818181818,0.9636363636363636,0.9746753246753247,0.014450058229299869,7,0.990909090909091,0.9909502262443439,0.9864253393665159,0.9909502262443439,0.9864253393665159,0.9891320444261622,0.0022100664700525456
0.11460137367248535,0.02127177797754995,0.004031658172607422,8.199893973768579e-05,0.12271252398511903,{'C': 0.12271252398511903},0.9642857142857143,0.9636363636363636,1.0,0.9818181818181818,0.9818181818181818,0.9783116883116882,0.013468978870092645,6,1.0,1.0,1.0,1.0,1.0,1.0,0.0
0.10226616859436036,0.0018157877879302225,0.005407524108886719,0.002618197568128759,0.40842386526745217,{'C': 0.40842386526745217},0.9642857142857143,0.9636363636363636,1.0,0.9818181818181818,1.0,0.9819480519480519,0.01611855219127294,5,1.0,1.0,1.0,1.0,1.0,1.0,0.0
0.11169447898864746,0.009742520237931726,0.004839086532592773,0.0010447940290552757,1.3593563908785269,{'C': 1.3593563908785269},0.9821428571428571,0.9636363636363636,1.0,0.9818181818181818,1.0,0.9855194805194806,0.013589281738748073,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0
0.10104517936706543,0.0032993775001343064,0.0041202068328857425,0.00020837901658482205,4.524343346616749,{'C': 4.524343346616749},0.9821428571428571,0.9636363636363636,1.0,0.9818181818181818,1.0,0.9855194805194806,0.013589281738748073,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0
0.09741320610046386,0.007814806427109949,0.0048405170440673825,0.0011530027850500247,15.058363542798414,{'C': 15.058363542798414},0.9821428571428571,0.9636363636363636,1.0,0.9818181818181818,1.0,0.9855194805194806,0.013589281738748073,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0
0.09724569320678711,0.006147183334493942,0.004209280014038086,0.00010870653216284081,50.11872336272722,{'C': 50.11872336272722},0.9821428571428571,0.9636363636363636,1.0,0.9818181818181818,1.0,0.9855194805194806,0.013589281738748073,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0
