,0,1
0,23.150652,-18.454441
1,22.650427,-18.078
2,22.677523,-18.522442
3,36.255867,-1.0430737
4,36.232025,-1.0113904
5,36.85572,-1.3250844
6,8.397167,41.77157
7,7.8263445,41.56138
8,8.145025,42.349964
9,7.5774817,42.141026
10,-5.451805,40.090206
11,-5.508115,40.26461
12,-6.823073,41.780247
13,21.759155,18.194414
14,21.953785,17.358534
15,21.629393,18.49604
16,26.840687,24.054142
17,27.557701,23.542753
18,26.656094,22.342138
19,26.73273,23.187096
20,27.474506,22.683577
21,26.023207,23.717005
22,25.907137,22.849691
23,-38.22871,14.96181
24,-38.22867,14.962419
25,-39.05713,15.109215
26,18.47587,18.740128
27,18.455957,18.701464
28,17.939438,17.937458
29,1.9392962,-14.671813
30,2.1317108,-14.4546
31,-17.150223,4.2925925
32,-16.973436,4.3390203
33,23.801142,15.625224
34,14.274905,9.6573515
35,-0.7656232,25.476755
36,-0.39860144,25.43933
37,24.21906,8.128879
38,14.669333,29.922104
39,6.5464625,32.655617
40,-11.882599,28.237398
41,17.481932,20.891111
42,17.158674,21.277327
43,-15.147559,23.649618
44,-5.0245886,30.285961
45,19.110529,-31.5495
46,19.355873,-31.872631
47,22.633816,-35.96686
48,22.620415,-35.971165
49,24.323881,-25.04179
50,24.331432,-25.057999
51,-3.3039205,-4.0905647
52,-3.292739,-4.0747995
53,-14.253589,-11.212229
54,-14.238901,-11.171182
55,19.144423,-4.4158897
56,19.696894,-4.7661915
57,31.210585,-26.385143
58,21.030506,-32.60115
59,33.349007,7.6376824
60,34.51417,7.675416
61,35.483826,7.8368134
62,35.58593,7.3395824
63,18.700726,41.359783
64,18.755268,42.197998
65,-7.655922,-8.92982
66,-7.1767282,-9.76954
67,0.2202483,27.791397
68,-0.20998006,28.062447
69,-22.940395,6.6082864
70,-22.30616,6.6495395
71,23.549295,14.774444
72,24.298487,14.587172
73,-5.2488,18.78184
74,-4.8799953,18.442062
75,10.371695,37.62127
76,10.411556,37.615036
77,47.365143,-10.9595585
78,47.36394,-10.96038
79,11.176343,32.697357
80,12.648422,30.439983
81,7.61428,31.119501
82,7.8746257,30.67034
83,15.727923,34.77459
84,15.704861,34.744812
85,-21.19075,1.9434198
86,-21.005522,2.1450858
87,27.433348,-19.034489
88,18.277737,-10.6810875
89,23.522512,-14.701031
90,17.153385,-17.761642
91,20.956451,-8.771801
92,20.934519,-8.648259
93,11.781329,25.411627
94,11.90581,24.948938
95,5.5619097,19.4201
96,5.536594,19.379705
97,0.05356836,1.4473134
98,-0.40585348,1.1332715
99,26.925043,19.262909
100,27.170164,19.027164
101,2.920175,33.608303
102,2.425718,32.567867
103,-8.022743,25.527649
104,-8.0601635,26.607903
105,8.239343,35.992146
106,10.33354,26.168322
107,27.684237,3.1115959
108,28.456411,3.3825493
109,12.312346,-5.448116
110,12.303668,-5.4433427
111,17.888268,-26.803291
112,18.098259,-27.119648
113,21.668484,-13.964121
114,21.670532,-13.950987
115,8.132954,11.644877
116,15.98709,12.449242
117,16.366999,11.603428
118,23.741154,-6.524403
119,-2.1373332,-24.256046
120,15.253729,-21.690935
121,15.138808,-21.601234
122,21.562462,1.7256117
123,21.42226,1.2251449
124,-3.9490116,-14.835103
125,-3.951121,-14.839391
126,22.843466,30.081589
127,22.365013,29.427687
128,25.681767,-20.37706
129,-3.1028924,-24.070713
130,10.443285,44.213207
131,10.614265,44.516186
132,3.61999,35.621986
133,4.5941105,30.740826
134,14.683146,16.460072
135,14.763068,16.248411
136,13.303052,25.24848
137,13.316673,25.244654
138,24.227398,-20.830784
139,-5.804293,-8.038347
140,10.459739,29.356125
141,11.106315,28.838726
142,11.622365,6.4155564
143,11.779166,7.184843
144,-21.41503,27.534866
145,-21.430435,27.664364
146,25.402729,10.458424
147,25.406075,10.453809
148,-3.327308,-31.671793
149,-3.3190298,-31.459862
150,-2.7789063,1.7763674
151,-2.7086127,1.1760677
152,-3.7237015,1.5861175
153,-3.6896443,1.8726339
154,14.757242,-38.88883
155,21.573717,6.6424813
156,21.569286,6.6984425
157,22.252283,8.253057
158,22.244093,8.255907
159,19.708178,11.7527
160,20.509417,13.000701
161,21.175486,12.324075
162,21.171988,12.327262
163,-8.069262,27.788593
164,28.39546,-18.470133
165,28.787302,-18.965044
166,28.617807,-17.779879
167,30.173899,-19.045792
168,30.323345,-18.57054
169,27.279686,-17.560617
170,29.104141,-18.138836
171,-17.167908,-3.1287994
172,-17.652529,-3.1442676
173,-18.431711,-3.2797894
174,-17.620316,-1.7725334
175,-18.064812,-2.1202643
176,-17.131273,-2.1048224
177,46.046665,-2.0355577
178,44.130875,-0.97463846
179,44.94512,-1.8248935
180,46.032627,-1.3830041
181,44.13353,-0.9731817
182,46.399693,-1.6644166
183,24.92086,33.386974
