"","818__1308_47678","853__39485","1735__88431_411489","28116__204516","40545__33039_360807","100886__165179_310298","674529__218538_410072","823__39483","28111__208479","46228__821_46506","166486__261299","39777__357276","1308__47678","1681__74426_487173","301301__820_29466","39496__28118_39486","1623__40520_329854","338188__562_39491","1304__239935","165179__310298","1318__387090","33039__360807","88431__411489","658082__39488_751585","1502__214856","817__39492","150055__216816_487174","218538__410072","729__46503","1531__40518_658081","820__29466","821__46506","562__39491","74426__487173","40520__329854","39488__751585","29361__33038_246787","28118__39486","291644__28117_457412","216816__487174","328814__1680_45851","40518__658081","33038__246787","28117__457412","1680__45851"
"ERR209342",0,4.54570813264428,-2.64611967564749,0,0,0,-2.77830333428278,0,0,0,5.22575669203405,0,0,0,-2.32083780856568,0,0,-3.11480250205882,0,0,0,0,-4.58321372112913,-3.29386979176484,0,-4.25564783142164,0,4.81216253381579,0,-2.70654478040923,4.01980900056257,0,-5.39499618910854,0,0,-5.70514983285303,0,0,0,0,0,4.68787307262913,0,0,0
"ERR209343",0,4.57033074708317,-2.64050810330853,0,0,0,-2.75788482816649,0,0,0,5.17199332538853,0,0,0,-2.27696434213817,0,0,-3.0997833291709,0,0,0,0,-4.5734941927277,-3.27358837189103,0,-4.19230289957279,0,4.77679664380772,0,-2.6869447316336,3.94381792760595,0,-5.368982218579,0,0,-5.67002138318194,0,0,0,0,0,4.65392479231892,0,0,0
"ERR209344",0,4.6509432352403,-2.68398228404025,0,0,0,-2.73935304103171,0,0,0,5.22359152884044,0,0,0,-2.30496535331528,0,0,-3.09785415378,0,0,0,0,-4.64879368257248,-3.25252746668039,0,-4.08581639233965,0,4.74469864693523,0,-2.73395304728377,3.99231710162802,0,-5.36564078878525,0,0,-5.63354282530373,0,0,0,0,0,4.73534558340325,0,0,0
"ERR209345",-2.49554418888475,0,0,4.80650287155876,0,0,5.77874814217977,0,0,-2.85465586177115,0,-4.56046738143938,-4.32240932768166,0,-3.46564513369227,0,0,-2.98985339011824,0,0,0,0,0,0,0,0,-2.46423154437285,0,0,0,6.00267345255885,4.94440899071194,-5.17857797886684,0,0,0,0,0,-2.44761345637201,-4.2681742364677,0,0,0,4.2393908637256,0
"ERR209346",-2.38559870815626,0,0,4.6901635789073,-2.40106222721335,0,5.59231047273093,0,0,-3.32601271958499,4.17743049099872,0,-4.13197816899733,0,-3.45091153988152,0,0,-2.94691757308845,0,0,0,4.15876176966801,0,0,0,0,-2.43836991883979,0,0,0,5.97715411950054,5.76082301694154,-5.10421096230677,0,0,0,0,0,0,-4.22338058707812,0,0,0,0,0
"ERR209347",-2.47893702648869,0,0,4.82458969360857,0,0,5.70678035059165,0,0,-2.88312280513162,4.23959670461388,0,-4.29364487864213,0,-3.52916723885702,0,0,-3.03300377318309,0,0,0,0,0,0,0,0,-2.49624310991753,0,0,0,6.11269696610792,4.99371518294848,-5.25331663470123,0,0,0,0,0,-2.43273688561563,-4.32361989442091,0,0,0,4.21362388733314,0
"ERR209348",-2.41741554203357,0,0,4.68519452833692,0,0,5.53825202959402,0,0,-3.31433814702745,4.13971465450868,0,-4.18708654180881,0,-3.45898284950607,0,0,-2.97123711500325,0,0,0,0,0,0,0,0,-2.4241347236118,0,0,0,5.99113403785388,5.74060206411523,-5.14633364452,0,0,0,0,0,-2.39959245908204,-4.19872450568758,0,0,0,4.15621605658924,0
"ERR209349",-2.46816612722951,0,0,4.78764688639398,0,0,5.73200029839681,0,0,-2.86039443609429,0,-4.40748729376389,-4.27498913388203,0,-3.47876976075657,0,0,-3.00093834914044,0,0,0,0,0,0,0,0,-2.45379713232258,0,0,0,6.02540597346461,4.95434849300263,-5.19777769109311,0,0,0,0,0,-2.50558158839843,-4.25010130464952,0,0,0,4.3397946136152,0
"ERR209350",5.74267773369715,0,0,0,0,0,-3.08263189005211,0,0,-3.3401181829711,0,-5.53965560690255,0,0,-2.57306917337012,0,0,-2.72624856573131,0,0,0,0,0,0,0,0,0,5.33927505460233,0,-2.84844897067051,4.4566865396663,5.78525439619059,-4.72200102990841,0,0,0,0,0,-5.08986511264978,0,0,4.9336583399686,0,-0.0861634203553228,0
"ERR209351",5.65035049129955,0,0,0,0,0,-3.06669642042611,0,0,-3.39848743268799,0,-5.50774620157688,0,0,-2.77142631505017,0,0,-2.693880169421,0,0,0,0,0,0,0,0,0,5.31167401156763,0,-2.81326868468267,4.80025118710028,5.88635290229992,-4.66593732293944,0,0,0,0,0,-5.08269091373561,0,0,4.87272429721285,0,0.0856097692187423,0
"ERR209352",5.74604868290595,0,0,0,0,0,-3.06168836272434,4.26526579721459,0,-3.4226231267906,0,-5.68895719543553,0,0,-2.92732627522598,0,0,-2.7218960160414,0,0,0,0,0,0,0,0,0,5.30299980118092,0,-2.84342053637552,5.07027783902276,5.92815715076158,-4.71446219270301,0,0,0,0,0,-2.1933001410343,0,0,4.92494883628716,0,3.7989072805194,0
"ERR209353",5.73365089020434,0,0,0,0,0,-3.07119248338344,4.24853071537194,0,-3.41976365346712,0,-5.6574562560291,0,0,-2.9443640273762,0,0,-2.72678090114972,0,0,0,0,0,0,0,0,0,5.31946142104375,0,-2.82877910172115,5.0997880913937,5.92320439768243,-4.72292306189977,0,0,0,0,0,-2.18991841361611,0,0,4.89958912757008,0,3.79304995681374,0
"ERR209354",5.65896611961721,0,0,0,0,0,-3.09381087172409,4.24164642416833,0,-3.392606346782,0,-5.46046101568948,0,0,-2.74929552094512,0,0,-2.69519814343991,0,0,0,0,0,0,0,0,0,5.35863761883509,0,-2.82991919928829,4.76191952729849,5.87616656270706,-4.66822012090323,0,0,0,0,0,-2.6237319532157,0,0,4.90156383448196,0,4.54443704841152,0
"ERR209355",5.71469736313431,0,0,0,0,0,-3.01101562347191,4.26200174043786,0,-3.42108279603386,0,-5.62563901520018,0,0,-2.73477043900707,0,0,-2.71889912290624,0,0,0,0,0,0,0,0,0,5.21523204223702,0,-2.846145819699,4.7367613473977,5.92548921963044,-4.70927142152806,0,0,0,0,0,-2.54738117156027,0,0,4.92966916546843,0,-4.41219361538672,0
"ERR209356",0,0.0287169549616883,0,4.52179050410012,0,0,-2.68919927950295,0,0,-2.63453544975801,0,-4.8025269294017,0,0,0,0,0,-3.22118332564578,0,0,0,0,0,-3.02254802801519,0,0,0,4.65782978377673,0,-2.62271373382912,0,4.5631492533222,-5.57925318051218,0,0,-5.23520675283943,0,0,0,0,0,4.54267344070072,0,0,0
"ERR209357",0,0.627493072469664,0,4.4368356464756,0,0,-2.74393018605182,0,0,0,4.48690390201927,-4.6453785833935,0,0,0,0,0,-3.1824247345469,0,0,0,0,0,-3.01659557384011,0,0,0,4.75262649466368,0,-2.60839430977195,0,0,-5.51212133149913,0,0,-5.22489679977846,0,0,0,0,0,4.51787147069857,0,0,0
"ERR209358",0,0.639535136008712,0,0,0,0,-2.74809190651183,0,0,-2.54659527798693,4.4886540209358,-4.65063287857197,0,0,0,0,0,-3.18666084190773,0,0,0,0,0,-3.01570975796116,0,0,0,4.75983480594732,0,-2.60047104597938,0,4.41083240778834,-5.51945848467441,0,0,-5.22336252166997,0,0,0,0,0,4.50414797524806,0,0,0
"ERR209359",0,5.04472082331776,0,-4.30587902436414,-2.52027273528244,0,0,0,0,-2.61761409956125,0,0,0,0,-3.03398307654713,0,0,-2.81695782769983,0,0,0,4.36524042643978,0,0,0,0,0,0,-4.71534435655857,0,5.25501283788376,4.53384061504874,-4.87911408035496,0,0,0,-2.59988124567597,0,0,0,-3.3773519706701,0,-4.50312641115624,0,-5.84974520824349
"ERR209360",0,5.25151278164671,0,-4.31556920997956,0,0,0,0,0,-5.17044400736486,0,0,0,0,-3.01324032977251,0,0,-2.80273741843034,0,0,0,0,0,0,0,0,0,0,-4.72308572909612,0,5.2190853465816,0.291536895993607,-4.85448360899578,0,0,0,-2.56289088192615,0,0,0,-3.36733099299597,0,-4.43905722175111,0,-5.83238836577039
"ERR209361",0,5.31130528383331,0,-4.33736262391991,0,0,0,0,0,-5.16150535727366,0,0,0,0,-3.00010272991567,0,0,-2.81342830631845,0,0,0,0,0,0,0,0,0,0,-4.7486183139576,0,5.19633035614002,0.297967786277644,-4.873000769996,0,0,0,-2.56523077720916,0,0,0,-3.35740155160751,0,-4.44311003926566,0,-5.81519006879478
"ERR209362",0,5.31839035009495,0,-4.30300060017045,0,0,0,0,0,-5.19422136956381,0,0,0,0,-2.9984628592485,0,0,-2.809068074964,0,0,0,0,0,0,0,0,0,0,-4.70108889024405,0,5.19349001682664,0.315943115237822,-4.86544862775735,0,0,0,-2.57341637608924,0,0,0,-3.34877220327162,0,-4.45728791241633,0,-5.80024359904082
"ERR209363",4.80468954937795,0,0,5.02953012960224,0,0,-2.87517098399854,5.18921107567821,0,-6.41769997822291,0,0,0,0,-2.5107482043621,0,0,-3.21083691960727,0,0,0,0,0,0,0,0,0,4.97994222473328,0,0,4.34874345496748,-0.536175260104959,-5.56133267957774,0,0,0,0,0,0,0,0,0,0,0,0
"ERR209364",4.78881364328016,0,0,5.02105078335684,0,0,-2.91424764273189,5.14526644034182,0,-6.48175142694329,0,0,0,0,-2.51824247321447,0,0,-3.24390767407972,0,0,0,0,0,0,0,0,0,5.04762498304947,0,0,4.36172390938537,-0.565259034962864,-5.61861290656865,0,0,0,0,0,0,0,0,0,0,0,0
"ERR209365",4.78372009584143,0,0,5.02403710019173,0,0,-2.90267607005525,5.12737436691583,0,-6.49492978820407,0,0,0,0,-2.51170374130965,0,0,-3.25007673450646,0,0,0,0,0,0,0,0,0,5.02758243125005,0,0,4.35039849350916,-0.528495864217635,-5.62929803266274,0,0,0,0,0,0,0,0,0,0,0,0
"ERR209366",5.03102854878711,0,0,5.03304544908471,0,0,-2.92483655480417,5.13165382636567,0,-6.44178075735911,0,0,0,0,-2.51864349848104,0,0,-3.23694101733201,0,0,0,0,0,0,0,0,0,5.06596551675553,0,0,4.36241850552218,-0.633110486420322,-5.60654630312273,0,0,0,0,0,0,0,0,0,0,0,0
"ERR209367",4.89373928368592,0,0,5.05756535967996,0,0,-2.87304448685299,5.20350248574258,0,-6.44197497373442,0,0,0,0,-2.5194102657199,0,0,-3.23614847343561,0,0,0,0,0,0,0,0,0,4.97625902363503,0,0,4.36374658533747,-0.471284681631373,-5.60517357682694,0,0,0,0,0,0,0,0,0,0,0,0
"ERR209368",0,0.0892217063072506,0,4.29789650209327,0,0,0,0,0,0,0,0,0,0,-2.76907522738787,0,0,0,0,0,0,0,0,0,0,0,-2.68964532139965,0,0,0,4.79617898381614,0,0,0,0,0,0,0,-2.52374602370788,-4.65860235100411,-2.8074301968565,0,0,4.37125633846198,-4.86261173965855
"ERR209369",0,0.294781501619194,0,4.25295528546604,0,0,0,0,0,0,0,0,0,0,-2.82573964213662,0,0,0,0,0,0,0,0,0,0,0,-2.69128881268026,0,0,0,4.89432462914212,0,0,0,0,0,0,0,-2.58580188781543,-4.66144896140392,-2.77927313679305,0,0,4.47874024800385,-4.81384228103689
"ERR209370",0,-0.0620794591176311,0,4.30122773402845,0,0,0,0,0,0,0,-4.15743028796565,0,0,-3.0791737411018,0,0,0,0,0,0,0,0,0,0,0,-2.69176208322655,0,0,0,5.33328536492026,0,0,0,0,0,0,0,0,-4.66226869003583,-2.75057426850958,0,0,0,-4.76413438305019
"ERR209371",0,0,0,0,0,0,0,0,0,-3.10648011448313,0,-4.20925026685854,0,0,-2.61978430869854,0,0,-3.05321916815405,0,0,0,0,0,-2.93656128399919,0,0,-2.63022569978415,0,0,-2.77258855586182,4.53759952753758,-5.38058139098716,-5.288330725886,0,0,-5.0862733434263,0,0,-2.76161686578555,-4.55568454739956,-2.43948342925336,4.80226424723669,0,4.78326072257969,-4.22530924368919
"ERR209372",0,4.30196992237656,0,0,0,0,0,0,0,-3.10617171219336,0,0,0,-2.40774169014397,-2.70391038523595,0,0,-3.04447994176878,0,0,0,0,0,-2.92938280041332,0,0,-2.62230104425074,0,0,-2.76489904165348,4.6833101663418,-5.38004722255211,-5.27319394176787,-4.17033093883112,0,-5.07383984513427,0,0,-2.794683499978,-4.54195864138321,0,4.78894561794232,0,4.84053381303631,0
"ERR209373",0,0,0,0,0,0,0,0,0,-3.11838406341598,0,-4.56258350752086,0,0,-2.84511755205692,0,0,-3.09345095223879,0,0,0,0,0,-3.00049047615444,0,0,-2.66337898213649,0,0,-2.7908310239822,4.92788815366858,-5.40119963534956,-5.3580142199999,0,0,-5.19700195232603,0,0,-2.54389012441536,-4.61310771687148,-2.43671401652321,4.83386112887665,0,4.40614694436012,-4.22051248013344
"ERR209374",0,0,0,0,0,0,0,0,0,-3.12360113453308,0,-4.55804634997503,0,0,-2.8623674683018,0,0,-3.08909723649312,0,0,0,0,0,-2.9891525074569,0,0,-2.63862291858922,0,0,-2.77407169336675,4.95776588503102,-5.41023586759109,-5.35047336312669,0,0,-5.17736401448726,0,0,-2.52042454617997,-4.57022895701221,-2.44233083615479,4.80483311674985,0,4.36550337062744,-4.23024109711227
"ERR209375",0,4.3271387229864,0,0,0,0,0,0,0,-3.09789231793163,0,0,0,-2.42136225138649,-2.82788974194002,0,0,-3.02307168550291,0,0,0,0,0,-2.92313260398902,0,0,-2.60569878146737,0,0,-2.74018338148925,4.89804871124296,-5.36570689103491,-5.23611375421392,-4.19392244293077,0,-5.0630141873701,0,0,-2.80527144432116,-4.51320267872181,0,4.74613683879527,0,4.85887267058638,0
"ERR209376",0,0,0,0,0,0,0,0,0,-3.09082876722645,0,-4.29069344240929,0,0,-2.82867334173785,0,0,-3.0710430700018,0,0,0,0,0,-2.94728382443218,0,0,-2.63951626586674,0,0,-2.79082157817897,4.8994059459056,-5.35347246233168,-5.31920262947542,0,0,-5.10484532824244,0,0,-2.68450261679073,-4.57177627988568,-2.45195524855315,4.83384476826553,0,4.64969492533315,-4.24691106837923
"ERR209377",0,5.10162218082071,0,0,0,2.18079123551002,0,0,0,2.03774780741217,0,0,0,0,-2.59426580738097,0,0,0,-5.17115467381423,4.60719084649983,0,0,0,0,0,-4.41098543544255,0,0,0,0,4.49340018672254,4.83359814462753,0,0,0,0,0,0,0,0,0,0,0,0,0
"ERR209378",0,5.21059664964223,0,0,0,2.04460035987537,0,0,0,1.98064949631845,0,0,0,0,-2.66471540802176,0,0,0,-5.29867696962224,4.58737416664198,0,0,0,0,0,-4.3911673745084,0,0,0,0,4.61542247440531,4.8926946565029,0,0,0,0,0,0,0,0,0,0,0,0,0
"ERR209379",0,5.22490978399975,0,0,0,-2.64556219288198,0,0,0,1.98021190767033,0,0,0,0,-2.69165284946213,0,0,0,-5.31532663275882,4.58224813265492,0,0,0,0,0,-4.45288081844999,0,0,0,0,4.66207949160595,4.81820943011844,0,0,0,0,0,0,0,0,0,0,0,0,0
"ERR209380",0,5.2552635604127,0,0,0,-2.65321831589593,0,0,0,1.91338136993565,0,0,0,0,-2.64314166311735,0,0,0,-5.27397782129002,4.59550892670408,0,0,0,0,0,-4.46212360371396,0,0,0,0,4.57805565212135,4.99228709139171,0,0,0,0,0,0,0,0,0,0,0,0,0
"ERR209381",0,5.09099496715956,-2.59390420423142,0,0,0,-2.28202358502221,0,0,0,0,0,0,-3.35008257778991,0,0,0,-2.32068203625111,0,0,0,0,4.49277387169534,-2.29454852026887,0,0,0,-3.95258079332894,0,-2.75667183219383,0,0,-4.01953919499932,-5.80251323428345,0,-3.97427461753768,0,0,-5.01339196276657,0,0,4.77469567315371,0,0.60285202114169,0
"ERR209382",0,5.27988612010447,-2.50860848261526,0,0,0,0,0,0,0,0,0,0,-3.37981605889727,4.4779372425993,0,0,-2.27317689078892,0,0,0,0,4.3450373481879,-2.27587728737176,0,0,0,0,0,-2.72333929259922,0,0,-3.93725786943786,-5.85401313424728,0,-3.94193509351993,0,0,-2.7738712988408,0,-2.3425470230599,4.71696202103054,0,4.80448602324935,4.05741046305897
"ERR209383",0,5.31370451296009,-2.47370521705086,0,0,0,0,0,0,0,0,0,0,-3.3855215120497,4.5418192406084,0,0,0,0,0,0,0,4.28458311888028,-2.26274932606163,0,0,0,0,0,-2.70094535787321,0,0,0,-5.86389526898748,0,-3.91919679753097,0,0,-5.03050156696441,0,-2.37819720202481,4.6781745883037,0,0.903039783427255,4.11915838432512
"ERR209384",0,3.79570824656034,0,3.8474434142917,0,1.14586212919508,0,0,0,0,0,0,0,0,-2.17070389122019,0,0,-2.18155709466425,0,6.15351626172339,-5.17045515788424,0,0,0,0,0,-2.72679037264519,0,-3.80887174591282,0,3.75976942778083,0,-3.77856772757083,0,0,0,0,0,0,-4.72293946701114,0,0,0,0,0
"ERR209385",0,4.03580817746526,0,3.77261737260855,0,0.918579559892884,0,0,0,-2.19944394180593,0,0,0,0,-2.39233870936706,0,0,0,0,6.17771970145657,-5.15880545964309,0,0,0,0,0,-2.67832908716103,0,0,0,4.1436521935375,3.80954865560744,0,0,0,0,0,0,-2.27421375649262,-4.63900205835248,0,0,0,3.93905377351729,0
"ERR209386",0,4.06852115787947,0,3.8641212451212,0,0.942202024197779,0,0,0,0,0,0,0,0,-2.38963477691427,0,0,0,0,6.1591557880292,-5.17692028988033,0,0,0,0,0,-2.72278650665148,0,-3.75175493012052,0,4.13896884514904,0,0,0,0,0,0,0,-2.30947184769506,-4.71600456768334,0,0,0,4.00012257885782,0
"ERR209387",0,4.03997204824791,0,3.79632690988611,0,0.984189274578596,0,0,0,0,0,0,0,0,-2.33626617192673,0,0,0,0,6.13179226927724,-5.16579782276291,0,0,0,0,0,-2.70782917355836,0,-3.72171988541027,0,4.04653170978154,0,0,0,0,0,0,0,-2.29507833640772,-4.69009770682032,0,0,0,3.97519228600883,0
"ERR209388",-2.69338595669832,-0.962090682799924,0,0,-2.52319145755621,0,4.9917078615844,0,0,-3.10089580219194,0,0,-4.66508132139399,0,-2.7899405441088,0,0,-3.46293446722502,0,0,0,-4.37029580171112,0,0,0,0,0,0,0,0,4.83231877249279,5.37090907837349,5.99797844051519,0,0,0,0,0,0,0,0,0,0,0,0
"ERR209389",-2.46683742362625,0.669490279148533,0,4.24308147340463,-2.59731627447091,0,0,0,0,-2.99311548458841,0,-5.22505138875548,-4.27268775173298,0,-2.74954492591265,0,0,-3.05154109217734,0,0,0,-4.49868375070912,0,0,0,0,0,0,0,0,4.76235150937392,5.18422809222828,-5.28542421303538,0,0,0,0,0,0,0,0,0,0,0,0
"ERR209390",-2.44918687397289,0.68802875940542,0,4.21462050647829,-2.5995806364723,0,0,0,0,-3.01222953245625,0,-5.22455389492148,-4.24211610295184,0,-2.74830086727943,0,0,-3.0725449006118,0,0,0,-4.50260574074226,0,0,0,0,0,0,0,0,4.76019673661359,5.21733459427366,-5.3218038763963,0,0,0,0,0,0,0,0,0,0,0,0
"ERR209391",-2.44992621896017,0.864052258960436,0,4.21205734136213,-2.5948256055359,0,0,0,0,-3.00023201958555,0,-5.23044082066796,-4.24339668603413,0,-2.76944110270808,0,0,-3.07105665529636,0,0,0,-4.49436978556886,0,0,0,0,0,0,0,0,4.79681269845997,5.19655429241716,-5.31922615989583,0,0,0,0,0,0,0,0,0,0,0,0
"ERR209392",0,0.781317751057938,0,4.19967356740012,-2.56776246705963,0,0,0,0,-2.98017980394655,4.20445963097266,-5.19505536808764,0,0,-2.75352369306911,0,0,-3.04756377365617,0,0,0,-4.44749505471569,0,0,0,0,0,0,0,0,4.76924293624038,5.16182283612608,-5.27853529527882,0,0,0,0,0,0,0,0,0,0,0,0
"ERR209393",-2.42376183582724,0.906183025982417,0,4.22598040998274,-2.54822667621728,0,0,0,0,-2.97552978660357,0,-5.17333729609968,-4.1980786450992,0,-2.74483661945695,0,0,-3.04698777710132,0,0,0,-4.4136580724107,0,0,0,0,0,0,0,0,4.75419648337504,5.15376876983196,-5.27753763998083,0,0,0,0,0,0,0,0,0,0,0,0
"ERR209394",5.38482740729611,4.44240704474102,0,0,0,0,0,0,0,0,4.90662686634751,-5.65731769129382,0,0,-2.82806592132717,0,0,-2.91224332001913,0,0,0,0,0,0,0,0,0,0,-4.76830247948299,-2.66522416074005,4.89835386289274,0,-5.04415339427621,0,0,0,0,0,-2.59827327007172,0,0,4.61630365996189,0,4.50034131571236,0
"ERR209395",5.27428813521264,4.40790149697679,0,0,0,0,0,0,0,0,4.83005998693654,-5.96607601371147,0,0,-2.79031861098794,0,0,-2.87104517379365,0,0,0,0,0,0,0,0,0,0,-4.64603274647399,-2.61108473206944,4.83297360353612,0,-4.97279611183602,0,0,0,0,0,-2.56894925985796,0,0,4.52253141881165,0,4.44955064014045,0
"ERR209396",5.25659869807724,4.48539050704219,0,0,0,0,0,0,0,0,4.79267274177482,-5.94802254288257,0,0,-2.80795096915978,0,0,-2.85266424896236,0,0,0,0,0,0,0,0,0,0,-4.6558664559258,-2.62730959232944,4.86351374374701,0,-4.94095941613812,0,0,0,0,0,-2.62879132216905,0,0,4.55063370112767,0,4.55320013249295,0
"ERR209397",5.23893852934875,4.48572900905282,0,0,0,0,0,0,0,0,4.84634316016829,-5.94129662020483,0,0,-2.77173751226527,0,0,-2.86506744264441,0,0,0,0,0,0,0,0,0,0,-4.68943721481959,-2.61767597129961,4.80079019648801,0,-4.96244237777155,0,0,0,0,0,-2.60435656495923,0,0,4.53394778004314,0,4.51087789153494,0
"ERR209398",0,0.039291708949297,-2.55664785754242,0,0,0,0,0,0,0,4.58942955964045,0,0,0,0,0,0,-2.82519695400669,-5.20987605393448,0,0,0,-4.42824398632558,0,0,0,-2.5578661620904,0,0,0,0,0,-4.89338466572843,0,0,0,0,0,-2.70033106460363,-4.43035415170177,-2.99988446070833,0,0,4.67711060115005,-5.19595230278319
"ERR209399",0,0.235867738605425,-2.54172866972851,0,0,0,0,0,0,0,4.54767792505289,0,0,0,0,0,0,-2.7911655343424,-5.29502184704805,0,0,0,-4.40240319502423,0,0,0,-2.54468370371979,0,0,0,0,0,-4.83444051781616,0,0,0,0,0,-2.7738698922158,-4.40752146403523,-2.94947217189199,0,0,4.80448358690338,-5.10863565722746
"ERR209400",0,4.49752076286851,-2.52152088023149,0,0,0,0,0,0,0,4.54113351802962,-4.26256558487513,0,0,0,0,0,-2.81691289170158,-5.25706476408633,0,0,0,-4.36740227690674,0,0,0,-2.56043786022128,0,0,0,0,0,-4.8790362489229,0,0,0,0,0,-2.78044123160857,-4.43480846352619,-2.96125768713879,0,0,4.81586548060544,-5.12904876842828
"ERR209401",0,0.219680997830402,-2.5042115169408,0,0,0,0,0,0,0,4.55544377476546,0,0,0,0,0,0,-2.80504214184689,-5.24792374533712,0,0,0,-4.33742158024059,0,0,0,-2.5755871587032,0,0,0,0,0,-4.85847550705064,0,0,0,0,0,-2.76195155968183,-4.46104781819591,-2.9708270622293,0,0,4.78384042941303,-5.14562341228174
"ERR209402",0,4.4910320347588,-2.48340982139253,0,0,0,0,0,0,0,4.53466715099985,-4.23697588846927,0,0,0,0,0,-2.80459619681759,-5.29508880474719,0,0,0,-4.30139198666742,0,0,0,-2.53145761210973,0,0,0,0,0,-4.85770310760252,0,0,0,0,0,-2.74871772021328,-4.38461320138104,-2.9437897070384,0,0,4.76091874707429,-5.09879333938882
"ERR209403",0,4.41770502083923,0,0,0,-3.23879434890287,0,0,0,-2.28126504053548,0,0,0,0,0,0,0,0,0,-5.60975636756673,0,0,0,0,0,0,-2.63959835961319,0,-4.32628880471146,-2.83452379850341,0,-3.95126695573812,0,0,0,0,0,0,-2.47591165358083,-4.57191847042551,-3.04331111117408,4.90953923427104,0,4.28840477905388,-5.27116946779241
"ERR209404",0,4.50881567007225,0,0,0,-3.23627338335869,0,0,0,-2.29423212193814,0,0,0,0,0,0,0,0,0,-5.60538992716008,0,0,0,0,0,0,-2.63962474338336,0,-4.24570933125656,-2.83967190120048,0,-3.97372659955341,0,0,0,0,0,0,-2.46778523750423,-4.57196416845594,-3.05130233068241,4.91845600970495,0,4.27432941352576,-5.28501066599526
"ERR209405",0,4.59866509012652,0,0,0,-3.20802039998867,0,0,0,0,0,-4.10068446716922,0,0,0,0,0,0,0,-5.55645432449781,0,0,0,0,0,0,-2.63867972829955,0,-4.2824861312007,-2.81560251178552,0,0,0,0,0,0,0,0,-2.5168802581985,-4.57032735431687,-3.02221896522049,4.87676660433107,0,4.35936448376688,-5.23463679936012
"ERR209406",0,4.53879604306986,0,0,0,-3.22503290971198,0,0,0,-2.29992604109823,0,0,0,0,0,0,0,0,0,-5.58592085570284,0,0,0,0,0,0,-2.63754890429677,0,-4.3357145757678,-2.81893265015596,0,-3.98358875683288,0,0,0,0,0,0,-2.50401133013903,-4.56836870968962,-3.02929621268161,4.8825345731849,0,4.33707484652893,-5.24689495154052
"ERR209407",0,4.6073578294371,1.85950025276794,0,0,-2.34658681007909,0,0,0,0,0,0,0,0,0,0,0,-2.54044719704045,-5.20336390256928,4.06440757942797,0,0,-5.00641336651307,0,0,0,0,0,0,0,0,0,-4.40018361922001,0,0,0,0,0,0,0,-2.75630167762612,0,0,0,-4.77405454663576
"ERR209408",0,4.78029281311788,1.74636225055004,0,0,-2.3373839882246,0,0,0,0,0,0,0,0,0,0,0,-2.52136529481357,-5.37882583393967,4.04846782440298,0,0,-4.91762248122156,0,0,0,0,0,0,0,0,0,-4.36713279505799,0,0,0,0,0,0,0,-2.70290631609643,0,0,0,-4.68157106757784
"ERR209409",0,4.81030028303388,1.70917334182882,0,0,-2.36596766212898,0,0,0,4.56151815841868,0,0,0,0,0,0,0,-2.51958599909274,-5.36948599744492,4.09797619987235,0,0,-4.91013072241924,0,0,0,0,0,0,0,0,0,-4.36405096446782,0,0,0,0,0,0,0,-2.71286928759556,0,0,0,-4.69882744040869
"ERR209410",0,4.79643654308445,1.7680132975397,0,0,-2.3060504841653,0,0,0,0,0,0,0,0,0,0,0,-2.51544672933539,-5.36244353110303,3.99419660339311,0,0,-4.90726609302294,0,0,0,0,0,0,0,0,0,-4.35688153894186,0,0,0,0,0,0,0,-2.66984333339956,0,0,0,-4.62430430169709
"ERR209411",0,0,0,5.18701077781247,-2.73997786513833,0,-5.55428116215673,0,4.52203937822268,0,0,-4.67444653604374,0,0,-2.8547775999165,0,0,0,0,0,0,-4.7457808740337,0,0,0,-5.30560725851367,0,0.368936688258861,0,0,4.94461984736492,0,0,0,0,0,-2.73768804485534,0,0,0,0,0,-4.74181478896335,0,0
"ERR209412",0,4.61076452997547,0,5.11451162851818,-2.70835138030694,0,-2.88596897083985,0,4.56687698015959,0,0,-4.64479252508419,0,0,-2.85961189494273,0,0,0,0,0,0,-4.69100219544092,0,0,0,-5.39842296920568,0,4.99864488656188,0,0,4.95299309196912,0,0,0,0,0,-2.7186359054227,0,0,0,0,0,-4.70881551547313,0,0
"ERR209413",0,4.62545275016282,0,5.09717256817108,-2.71689294512408,0,-2.89728924049596,0,4.55036502828718,0,0,-4.64417694627354,0,0,-2.83605524835058,0,0,0,0,0,0,-4.70579661968034,0,0,0,-5.40689717517729,0,5.01825216876165,0,0,4.91219178321557,0,0,0,0,0,-2.71873815377705,0,0,0,0,0,-4.70899261481786,0,0
"ERR209414",0,4.63671700815302,0,5.13118782736169,-2.71220179600476,0,-2.90116169225709,0,4.61928897079999,0,0,-4.670231977893,0,0,-2.85583306390964,0,0,0,0,0,0,-4.6976713110598,0,0,0,-5.42390207270384,0,5.02495945196179,0,0,4.9464479646266,0,0,0,0,0,-2.7236806263668,0,0,0,0,0,-4.71755322845832,0,0
"ERR209415",0,4.6068590642966,0,-4.56817475853326,0,0,5.24688665149767,0,0,-3.26920142467292,0,-5.20746186104502,0,0,-2.73149724846751,0,0,-3.20486359599515,0,0,0,0,0,0,0,0,-2.72305741749938,0,0,0,4.73109201508032,-5.66242296771005,-5.5509865795915,0,0,0,0,0,-2.63616372319041,-4.71647379903622,0,0,0,4.56596950563573,0
