classes,fpr,tpr,auc
D003093,0.0,0.0,0.9099001916848436
D003093,0.0,0.0016260162601626016,0.9099001916848436
D003093,0.0,0.024390243902439025,0.9099001916848436
D003093,0.0016260162601626016,0.024390243902439025,0.9099001916848436
D003093,0.0016260162601626016,0.08455284552845528,0.9099001916848436
D003093,0.0032520325203252032,0.08455284552845528,0.9099001916848436
D003093,0.0032520325203252032,0.23252032520325203,0.9099001916848436
D003093,0.004878048780487805,0.23252032520325203,0.9099001916848436
D003093,0.004878048780487805,0.2601626016260163,0.9099001916848436
D003093,0.0065040650406504065,0.2601626016260163,0.9099001916848436
D003093,0.0065040650406504065,0.2731707317073171,0.9099001916848436
D003093,0.008130081300813009,0.2731707317073171,0.9099001916848436
D003093,0.008130081300813009,0.2926829268292683,0.9099001916848436
D003093,0.00975609756097561,0.2926829268292683,0.9099001916848436
D003093,0.00975609756097561,0.32682926829268294,0.9099001916848436
D003093,0.011382113821138212,0.32682926829268294,0.9099001916848436
D003093,0.011382113821138212,0.3804878048780488,0.9099001916848436
D003093,0.013008130081300813,0.3804878048780488,0.9099001916848436
D003093,0.013008130081300813,0.38699186991869916,0.9099001916848436
D003093,0.014634146341463415,0.38699186991869916,0.9099001916848436
D003093,0.014634146341463415,0.4373983739837398,0.9099001916848436
D003093,0.016260162601626018,0.4373983739837398,0.9099001916848436
D003093,0.016260162601626018,0.43902439024390244,0.9099001916848436
D003093,0.02113821138211382,0.43902439024390244,0.9099001916848436
D003093,0.02113821138211382,0.44065040650406506,0.9099001916848436
D003093,0.024390243902439025,0.44065040650406506,0.9099001916848436
D003093,0.024390243902439025,0.44390243902439025,0.9099001916848436
D003093,0.027642276422764227,0.44390243902439025,0.9099001916848436
D003093,0.027642276422764227,0.44552845528455287,0.9099001916848436
D003093,0.02926829268292683,0.44552845528455287,0.9099001916848436
D003093,0.02926829268292683,0.44715447154471544,0.9099001916848436
D003093,0.030894308943089432,0.44715447154471544,0.9099001916848436
D003093,0.030894308943089432,0.45365853658536587,0.9099001916848436
D003093,0.032520325203252036,0.45365853658536587,0.9099001916848436
D003093,0.032520325203252036,0.46178861788617886,0.9099001916848436
D003093,0.03414634146341464,0.46178861788617886,0.9099001916848436
D003093,0.03414634146341464,0.47479674796747967,0.9099001916848436
D003093,0.03577235772357724,0.47479674796747967,0.9099001916848436
D003093,0.03577235772357724,0.4764227642276423,0.9099001916848436
D003093,0.03739837398373984,0.4764227642276423,0.9099001916848436
D003093,0.03739837398373984,0.5317073170731708,0.9099001916848436
D003093,0.03902439024390244,0.5317073170731708,0.9099001916848436
D003093,0.03902439024390244,0.5463414634146342,0.9099001916848436
D003093,0.04227642276422764,0.5463414634146342,0.9099001916848436
D003093,0.04227642276422764,0.5544715447154471,0.9099001916848436
D003093,0.04715447154471545,0.5544715447154471,0.9099001916848436
D003093,0.04715447154471545,0.5756097560975609,0.9099001916848436
D003093,0.04878048780487805,0.5756097560975609,0.9099001916848436
D003093,0.04878048780487805,0.5853658536585366,0.9099001916848436
D003093,0.05040650406504065,0.5853658536585366,0.9099001916848436
D003093,0.05040650406504065,0.5934959349593496,0.9099001916848436
D003093,0.05365853658536585,0.5934959349593496,0.9099001916848436
