mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_C,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,split5_test_score,split6_test_score,split7_test_score,split8_test_score,split9_test_score,mean_test_score,std_test_score,rank_test_score,split0_train_score,split1_train_score,split2_train_score,split3_train_score,split4_train_score,split5_train_score,split6_train_score,split7_train_score,split8_train_score,split9_train_score,mean_train_score,std_train_score
0.0038575649261474608,0.00019161156394696682,0.0020668506622314453,4.171984522404106e-05,0.001,{'C': 0.001},0.5294117647058824,0.5294117647058824,0.5294117647058824,0.5294117647058824,0.47058823529411764,0.47058823529411764,0.47058823529411764,0.5294117647058824,0.5,0.5,0.5058823529411764,0.025640582020827498,10,0.4966887417218543,0.4966887417218543,0.4966887417218543,0.4966887417218543,0.5033112582781457,0.5033112582781457,0.5033112582781457,0.4966887417218543,0.5,0.5,0.4993377483443709,0.002886688042079931
0.010801005363464355,0.0031916928877717445,0.0033100605010986327,0.0025439010165715097,0.00332829813945462,{'C': 0.00332829813945462},0.7647058823529411,0.29411764705882354,0.8235294117647058,0.8235294117647058,0.6470588235294118,0.6470588235294118,0.7647058823529411,0.8235294117647058,0.875,0.5,0.6963235294117647,0.1717521777260283,3,0.7152317880794702,0.7549668874172185,0.7284768211920529,0.7019867549668874,0.7682119205298014,0.7350993377483444,0.7218543046357616,0.7615894039735099,0.743421052631579,0.7368421052631579,0.7367680376437782,0.019869021507642984
0.020818018913269044,0.004491422921153068,0.002346181869506836,5.087421205899206e-05,0.011077568505097092,{'C': 0.011077568505097092},0.8823529411764706,0.5882352941176471,0.8823529411764706,0.8823529411764706,0.5882352941176471,0.6470588235294118,0.8823529411764706,0.7058823529411765,0.75,0.5625,0.7371323529411764,0.12978774344194008,1,0.7947019867549668,0.8079470198675497,0.7748344370860927,0.7880794701986755,0.8079470198675497,0.7880794701986755,0.7880794701986755,0.7880794701986755,0.7828947368421053,0.7960526315789473,0.7916695712791914,0.009850341070610258
0.015659546852111815,0.0033106278487335275,0.0022415876388549804,8.219125299475374e-05,0.03686945064519577,{'C': 0.03686945064519577},0.7058823529411765,0.5882352941176471,0.8235294117647058,0.8235294117647058,0.5882352941176471,0.5882352941176471,0.8235294117647058,0.6470588235294118,0.75,0.625,0.6963235294117648,0.09699474266065261,2,0.8807947019867549,0.8741721854304636,0.8609271523178808,0.8675496688741722,0.8807947019867549,0.8741721854304636,0.847682119205298,0.8940397350993378,0.8552631578947368,0.8552631578947368,0.8690658766120599,0.01363013559885591
0.020535612106323244,0.00041628157285948436,0.0023558616638183595,4.04888942492281e-05,0.12271252398511903,{'C': 0.12271252398511903},0.6470588235294118,0.47058823529411764,0.8235294117647058,0.8235294117647058,0.35294117647058826,0.5294117647058824,0.7058823529411765,0.35294117647058826,0.8125,0.6875,0.6205882352941177,0.17485318854185242,9,0.9536423841059603,0.9337748344370861,0.9139072847682119,0.9006622516556292,0.9536423841059603,0.9205298013245033,0.9139072847682119,0.9668874172185431,0.9078947368421053,0.9144736842105263,0.9279322063436736,0.02155955964222477
0.021812796592712402,0.00339291201147177,0.0026169538497924803,0.0006974968032422167,0.40842386526745217,{'C': 0.40842386526745217},0.6470588235294118,0.5882352941176471,0.7647058823529411,0.8235294117647058,0.4117647058823529,0.5882352941176471,0.7058823529411765,0.35294117647058826,0.8125,0.6875,0.638235294117647,0.15015310813417396,8,0.9933774834437086,0.9933774834437086,0.9735099337748344,0.9602649006622517,0.9933774834437086,0.9867549668874173,0.9735099337748344,1.0,0.9736842105263158,0.9605263157894737,0.9808382711746253,0.013668589614075714
0.023430609703063966,0.009462523344448921,0.003029537200927734,0.001451012333713914,1.3593563908785269,{'C': 1.3593563908785269},0.6470588235294118,0.5882352941176471,0.7647058823529411,0.8823529411764706,0.47058823529411764,0.6470588235294118,0.7058823529411765,0.35294117647058826,0.8125,0.75,0.6621323529411764,0.15148174216499677,7,1.0,1.0,0.9933774834437086,0.9867549668874173,0.9933774834437086,0.9933774834437086,0.9933774834437086,1.0,0.9802631578947368,0.9736842105263158,0.9914212269083302,0.00834848512386915
0.01986095905303955,0.00015344574000916876,0.002382636070251465,3.299445247525441e-05,4.524343346616749,{'C': 4.524343346616749},0.6470588235294118,0.5882352941176471,0.7647058823529411,0.8823529411764706,0.5294117647058824,0.6470588235294118,0.7058823529411765,0.35294117647058826,0.8125,0.75,0.6680147058823529,0.14492990266625866,6,1.0,1.0,0.9933774834437086,1.0,0.9933774834437086,0.9933774834437086,0.9933774834437086,1.0,0.9802631578947368,0.9802631578947368,0.9934036249564308,0.007206907364295505
0.019708847999572753,0.0001613711790161743,0.0024125337600708007,4.635882975439659e-05,15.058363542798414,{'C': 15.058363542798414},0.6470588235294118,0.5882352941176471,0.7647058823529411,0.8823529411764706,0.5294117647058824,0.6470588235294118,0.7058823529411765,0.4117647058823529,0.8125,0.75,0.6738970588235293,0.1327002184140178,4,1.0,1.0,0.9933774834437086,1.0,0.9933774834437086,0.9933774834437086,1.0,1.0,0.9802631578947368,0.9802631578947368,0.9940658766120599,0.0074734252211303195
0.020550990104675294,0.0027475756812481147,0.002410006523132324,4.9970060070686236e-05,50.11872336272722,{'C': 50.11872336272722},0.6470588235294118,0.5882352941176471,0.7647058823529411,0.8823529411764706,0.5294117647058824,0.6470588235294118,0.7058823529411765,0.4117647058823529,0.8125,0.75,0.6738970588235293,0.1327002184140178,4,1.0,1.0,0.9933774834437086,1.0,0.9933774834437086,0.9933774834437086,1.0,1.0,0.9802631578947368,0.9802631578947368,0.9940658766120599,0.0074734252211303195
