,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164
Methanobrevibacter_smithii,0.0,2.063623667269918e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04788012686549048,0.0003828983360538725,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04430179083569636,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16606343122216546,0.0,0.0,0.0,0.0006504729023788033,0.0,0.040623595206391486,0.0,0.0,0.0,0.0,0.0,0.0,0.04258535170317362,0.0,0.0,0.0,0.0,0.0,0.11279425521198233,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.031620750447444335,0.0,0.0,0.0,0.027508367224899112,0.0,0.0,0.0,0.0,0.005157188220707514,0.0,0.0,0.0,0.0,0.0,0.03599232978365473,0.14346543276807264,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.027275925406001482,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08752122782618968,0.0,0.0,0.0,0.0,0.025051024858709216,0.0,0.0,0.0,0.0
Rothia_mucilaginosa,0.0,1.0103157537675641e-05,0.0,0.0,0.0,0.0,0.000563117287603454,6.130803634978671e-05,0.00010391204787978297,0.0,0.0,3.5707295000368584e-05,5.756600842334617e-06,3.4444965377699266e-05,4.836642888178222e-05,0.0,0.0,2.4597203227715284e-05,3.4257591773677276e-05,0.0,0.0,0.0,0.0,2.8652180514593158e-05,0.0,0.0,0.0,0.0,0.0,0.0004322225840203968,0.0,0.0,0.0,0.0,4.506737117274697e-05,0.00367462082965975,0.000684696669291303,0.0,0.00026205153453294695,0.0,0.0,0.0,2.7376546697698908e-05,0.00028976860235152747,0.0,0.0,0.003940344870667928,0.0,0.00010234906289323725,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0022176668807451,0.0,0.0,0.0,0.001101082149933112,0.0,0.0,0.0,0.0,0.0,0.0,0.0007323270756474804,0.0001546964270306576,0.0,0.00015979595602827663,0.0,0.0001027633227594844,2.55659121171771e-06,3.0450999954065444e-05,0.002575861291663478,0.0001428479855675384,5.3522686607649705e-06,0.0,0.0,0.0,8.364785615708116e-05,0.0,0.00010670199800755512,0.0,3.607607649636482e-05,0.0,0.0007115387821364798,5.290162772359728e-05,0.00029707172574783806,0.0,0.00022805562627502347,0.0,0.00040283463369730305,2.4739366490153256e-05,0.0,0.00020163488176854608,5.30359355638166e-05,3.5865552843279175e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.00018133560917341969,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bifidobacterium_adolescentis,9.576966925595618e-05,1.579961870253531e-05,0.04325664755645136,5.6895497195526114e-05,2.6042117041116788e-05,7.182689583847049e-05,1.2970071883380898e-05,2.655981711728774e-05,1.5245783086609086e-05,0.00010848011889666415,0.04981406988610938,0.45192332793589735,9.251679925180635e-06,1.5229376383611841e-05,0.025800278759210444,8.268233687809776e-05,0.11091309988041977,3.614282923256124e-05,0.33201935543889005,5.057095318411816e-05,0.27587788234497257,0.003981611149969464,0.0032803326679153068,0.2524759039344673,6.807333349045157e-05,7.36996204469547e-05,3.1167777448840245e-05,0.05233647029481603,3.477294780089964e-05,3.873787401942879e-05,0.33967877663215573,9.448670099683469e-05,4.1309305991598244e-05,0.0,1.6875002210423193e-05,6.02084508022649e-05,0.00016433131663032925,3.89096317784991e-05,3.083565872701737e-05,7.287052049464554e-05,3.222200233146692e-05,7.034374678644083e-05,1.4820386182212943e-05,0.05178409005565894,1.1312966379985098e-05,0.04144755799619703,0.0017360615382067818,1.028344384821894e-05,3.1008518542884574e-05,1.4303982824817712e-05,6.039611089785185e-05,0.007338891102337804,5.627076315118708e-05,0.0028663676728563794,0.0058607618534180965,4.285360023283789e-05,5.7289050099474645e-05,0.0004406224696703019,0.0,1.32222541929548e-05,2.9074753797277473e-05,0.15014223633357143,0.0005501748606050042,2.0461541675393175e-05,0.0,4.9519937721650375e-05,8.875916517175763e-05,0.00010885768415834714,0.036215746073179435,0.0,4.560676209924339e-05,0.19023636000327077,0.049676786341921145,6.210296041120846e-05,8.078324852707903e-06,1.1208353564763982e-05,1.460129181610868e-05,0.5852068120500583,0.0,3.802343003758916e-05,0.041589560585885484,0.023202526503982634,0.03596423925699054,6.871549867539593e-05,1.1346809560821737e-05,0.01106010917959263,0.0,1.3897605530805808e-05,1.4044578317732146e-05,1.2855984900217202e-05,1.931761290942467e-05,1.9851697372366648e-05,0.13407969368353762,0.0,2.2398590382045285e-05,0.00011472642156924713,5.422621535604347e-06,7.4074956448430185e-06,8.442782109784915e-06,7.392794586725082e-06,2.6649060383052354e-05,1.499355544857773e-05,2.349011810523316e-05,1.377754553730215e-05,1.9206939281288723e-05,1.037909889355346e-05,5.3881300719090865e-05,0.003286487373401353,0.6104688292002278,6.534157281217143e-05,4.4823511685842725e-05,0.08984247965427247,3.090252507286061e-05,3.6526706762554496e-06,0.0,2.4741202034104025e-05,2.7517985755489796e-05,1.2973583026794128e-05,0.5940958463068132,7.861223495245503e-05,1.5108138165256593e-05,0.22752355754204695,0.0297273420674995,4.8020793953643794e-05,0.07680585753062776,0.0,0.0,0.0,1.4278489549982957e-05,1.1077693976115664e-05,0.05628340994149119,0.032044567865902915,0.18296681854244964,0.19728831818939233,0.0,0.016532353467031295,0.0,0.0,0.26364090950984975,0.2565224294663811,0.0,0.0,0.0,0.0,0.0,0.0,0.2841733299021657,0.04641105478434738,0.19917937142529218,0.002233611633401531,0.0,0.17821945561367,0.14934266917715586,0.1309655255111467,0.03278851163025817,0.0,0.00011659970466395612,0.11930512928848473,0.0,0.29448166344355176,0.13586315798076115,0.06770027028105002,0.0,1.2122889525648798e-05
Bifidobacterium_animalis,0.0,1.9346471880655482e-06,2.0487106155495847e-05,0.0,0.0,0.0,7.565875265305524e-07,8.29338162950882e-06,0.0,0.0,0.0,0.0,0.01319114803376616,0.0,0.006147453387105028,0.0,0.0009730912594698507,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00044180400898902346,0.0,0.00012184113139022285,0.0,0.0,0.0,0.0,0.0,0.0,4.278722394886498e-05,0.0,0.0,0.0,0.0,0.013736645442638619,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0007940244928183644,0.0013140997499144786,0.0,0.002165564558041959,0.0,0.0,0.01237098215383276,0.0,0.0,0.0016338135843502373,0.0,2.2181759804477873e-05,0.0,0.0,0.0,0.0003982470217385734,9.276478734774403e-05,0.035399925044675186,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00019136541546869708,0.0,0.0,0.0,3.515312916111851e-06,1.6515796585255834e-06,6.927971841413556e-06,4.413842250682366e-06,7.600221498286258e-06,5.456462812746177e-05,0.0,2.867759871436119e-06,1.1153047487610823e-05,0.017475783074110258,0.002512806768244272,0.0,0.0,0.0,1.4114180240740868e-05,2.1033177287695304e-05,6.301965568405051e-06,3.6036465299236304e-06,7.839726244800277e-06,2.498972818047915e-06,5.577710312731889e-06,0.0,0.0,0.0,0.0,0.3242038395054567,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.015626414372477557,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.48823678187203e-05,0.0,0.060225731507301095,0.0,0.0004122797866950829,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05099484966231902,0.0,0.0,0.0,0.0,0.0
Bifidobacterium_bifidum,0.0,8.598431946957992e-06,3.207143843190188e-05,0.0,0.0,0.0,0.0,1.249256220141202e-05,0.0,0.0,0.0,0.0,9.251679925180635e-07,1.0323268555334201e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.02696075519339811,0.0,0.0,0.12153021048268259,0.0,0.0,0.0,0.04863765224891183,0.0,4.2541592915393376e-05,0.0,0.0,0.0,0.0,0.11994488846583494,0.045523685864821355,3.879330392588236e-05,0.0859739736013525,0.0,0.20052740173754752,0.0,0.0,0.01793585778028077,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08385543438207169,0.0,8.282374322230182e-06,0.006340622431383023,0.0,0.0,0.0,0.0,7.933695625099876e-05,0.048520945568493706,0.023256121741808806,0.0,0.0,0.03864142579096075,0.0,0.0,0.0,0.0,0.0,0.0,0.04879206567086638,2.663115845539281e-06,0.03714041368973735,0.0,0.0,7.814312244716857e-06,2.818836877433449e-06,0.0,0.027773813161032435,0.0,0.0,5.461524068633154e-06,0.0,0.00928174264162688,0.0,0.0,1.6146681554190334e-05,1.0845243071208695e-05,9.309420202302712e-06,2.7137513924308658e-06,1.1557749283471607e-05,7.850110810511547e-06,4.283872985307922e-06,0.0,0.08221785497494097,0.0,0.0,0.0,0.011166993657936785,0.04867136408949711,0.0,0.0,0.08424024732003191,0.0,0.02338898959823754,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.019406567423860828,0.08025624546331141,0.0,0.03317329775791175,0.0,0.0,0.04932818642414608,0.0,0.0,0.024909144982288352,0.0,0.06517283126078234,0.12479163508084852,0.12511937903732293,0.022596576881833426,0.0,0.0,0.08541096350027406,0.0,0.13809251588068086,0.0018188524733108568,0.0,0.0,0.12494306133107323,0.09679700068116563,0.0027315641673543497,0.03928908537913564,0.05560263845352224,0.0,0.0,0.013288556195204146,0.0,0.11751339446124663,0.0,0.0,0.0,0.0,0.05787291622315308,0.0,0.0,0.032865922857982906,0.0,0.1748048754152218
Bifidobacterium_breve,0.0,0.0,4.6122804433838814e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00017509192828218557,0.0,0.0,0.013636830501765233,0.0,0.0,0.0,0.0,0.0,0.0058502218925274895,0.0,0.0,0.0,0.0,0.00022450600671175872,0.002204871643644016,0.16198968350912335,0.0,0.0,0.010697382182575077,2.0323931375710868e-05,0.0,0.0,0.0,0.0,0.00010384562262397819,0.0,0.0,0.0,0.0,0.05668812692854743,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00033039309094261916,0.0,0.0,0.0001044439671024092,0.0,0.0,0.0,0.0,0.05251858452210968,2.501061669928126e-05,0.0002253710642140853,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.4910033919243365e-05,0.0,0.0,0.0,3.3022636484687086e-06,1.6722244042571535e-05,1.4993371895596499e-05,0.0,7.17204000542506e-06,0.0,0.45298146899508734,3.6398490675919973e-06,0.0,0.0001625210757802458,2.2756350285971473e-05,0.0,0.00024060908646304332,0.0,0.0,0.0,0.0,1.7017219724639365e-06,0.0,0.0,8.469856400815089e-06,0.0,0.0,0.003121670007470044,2.639405204460966e-05,0.0007279208024012161,0.0,0.0,0.004167011415677337,0.0,2.1680937717608714e-05,7.969191324672823e-06,0.0,0.0,0.003343692338261113,0.0,0.0,7.252947991357346e-06,1.9974025356920067e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bifidobacterium_catenulatum,0.0,0.0,0.00018856718649927593,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004983927061267242,0.0,0.0,1.113935669404957e-05,0.0,6.797050122075021e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.477779210203281e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.2947837479242638e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.679846220584194e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0016168308921438081,0.0,0.008563283403681544,0.0,0.0,0.00021936591271169595,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0012648632600333854,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0005509755134069182,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0033112391676261097,0.001463410382275623,0.00017507344772712066,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0004961674303819261,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00043873538720196016,0.0,0.0
Bifidobacterium_dentium,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00015727228868291478,0.0,0.0,6.341295526676099e-05,0.0,0.0,0.0,0.0,0.001544912006962475,0.0,0.0,0.0,0.00168067506819137,0.0,0.0,0.0,4.167342258256472e-05,0.0018460566218406554,0.0,0.0,0.0,0.0,0.00026699370373520773,0.0005206777739253539,0.0,0.017579366427438698,0.0,0.018322549373152544,0.0,0.0,0.0,3.8964739171435284e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0008225638094551677,0.0,0.0,0.0,0.0,0.0,0.0,2.667846681161967e-05,0.0,0.046534690177816807,9.867308958384218e-05,0.0,0.0,0.0,0.0,0.0008816674763795071,0.0,0.0,0.0,0.0,0.0,0.0011750620399505782,0.0,6.241072753666023e-06,0.0,0.0,0.0,0.0,0.00013461948591063835,0.0,0.0,0.0002657637636311495,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00014634250239768329,0.0,0.0,0.0,0.0,0.0,7.266823173064872e-05,0.0,0.0,0.0,0.0,0.00920249532468546,0.0,0.0,0.0,0.0,0.0004761552840584576,0.0,0.0,0.0,0.03078666610097028,0.00035869226040828513,0.0050155385073916686,0.0,0.0,0.005811245808230216,0.0,0.11204724231477199,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.44502763181952e-05,0.0007974413716947483,0.0002852617984827848,0.06575154953144785,0.001638329244822194,0.0004035666726998694,0.005822139358707771,7.721002582291335e-05,0.0,0.0,0.0,0.0,0.0,0.0002864922136274558,0.0,0.0,6.942359731426215e-05,0.0038538437803306964,0.00016053798366346309,0.0,0.0,4.1915375476623664e-05,0.0,0.0,0.0,0.0,8.32074691955163e-05,0.10133966897093688,0.0025115300111869542,0.0,0.0,0.0,0.0
Bifidobacterium_longum,4.366429969341201e-05,7.932053471068749e-05,0.1082866912004232,2.834687005663624e-05,9.823609401224364e-05,0.1810552422669732,0.0001388878530845371,6.193791343557219e-05,3.2296987854527146e-05,0.0017099165960676828,0.04081802873660804,6.101246484656815e-06,3.094172952754857e-05,0.011876256104143586,0.0491523331784671,3.6455871533290885e-05,0.061557134944973176,0.07242631430888587,0.035657833164121605,0.13541415677361796,0.04750383220786806,0.007724738799807229,0.03127993610531667,0.14409014268785897,0.005207660586561515,6.256903260819174e-05,0.0001052288306150555,9.190337643207665e-05,1.818004739798072e-05,8.968768765221757e-05,5.2217627738666933e-05,0.04675280036961916,0.029466701885111496,0.00010216053531135825,0.068611940125067,0.0657966587866422,0.0003999723404772009,0.11965059418083059,2.8669943565588062e-05,5.2204139497641185e-05,1.5232219283966181e-05,0.04998696784104624,4.6519545516390625e-05,0.007223457696704691,0.021568759620440553,0.06769972844148199,0.003111748333386231,8.226755078575152e-05,0.31392982269412906,0.0,0.06633611423644294,0.010414780204522679,0.0012575248204759878,0.01654211699928096,8.17409374963169e-05,0.005766855197999913,7.982407854769455e-05,0.0,0.040103129554531436,0.19316187731192389,6.7736881606560426e-06,0.2180867478676382,0.018800609841553902,2.303262544612321e-05,0.01623301943345306,8.217282242020587e-06,0.15207708647074444,0.0006065074549575706,0.04462185442706149,0.0,5.1243552920498196e-05,5.5746531206474476e-05,0.019318260971210203,0.00013278307794214672,0.0001643669830030968,0.0031579007472799653,0.2145693017131298,0.0,0.00018368668461278851,2.3314366312521773e-05,0.0009789613848202397,0.014945970119827267,0.02774538979664852,1.504718949096261e-05,0.003461633279036352,0.00711645571531761,4.977471478481419e-05,0.01686308983478394,5.9482919933924384e-05,0.01027171766885854,0.011682907958148544,2.9255132969803483e-05,0.03572295896794701,0.00010899267495509449,4.2035710716989106e-05,0.001291097155326509,4.880359382043912e-05,0.03762637412798011,6.824582205409473e-05,2.6551586191759094e-05,0.0987612111977286,0.00416670905915975,1.6815330446915542e-05,0.1620903090957143,0.005172118959107806,2.5371130628686235e-05,0.007504807987657917,0.02699403812041216,0.18259581144009762,0.04712010393984752,0.022517968077133473,0.025593330856697894,0.04122427441279083,0.0004128561484361874,0.0002538796745771948,0.02713455275284704,0.08661160934786978,0.15918892836467577,0.019615649291437217,0.0,9.998032609360982e-06,0.0957250558864362,0.019058272411831216,0.0,0.018498646053108775,0.0,0.018350010547422232,0.06921689939296938,0.17465112453079154,0.03917766239951135,0.013221517813237065,0.038306528182090044,0.1584960182999028,0.22353423029953198,0.04008767805376369,0.021389120692766248,0.131293550870188,0.0,0.04036133887844151,0.12581885858573,0.06153736577655393,0.029845443672656437,0.14150579069594707,0.0,0.5315895173856477,0.0485093747978455,0.06958234060546466,0.09432703057653008,0.07003869853813839,0.010360690169564396,0.004389947601263752,0.027214515599240513,0.0026678733458414456,0.02122591662255706,0.16944742125329065,0.0,0.09548393633335503,0.0035146424087103634,0.0006847744445209516,0.026822777313284214,0.017473914437113915,0.10618813051865586,0.0,0.0003284481170635526
Bifidobacterium_pseudocatenulatum,0.0,0.0,0.006237841143836969,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.010180415512177635,0.0,0.0,0.0,0.05468246235295651,0.0,0.0,0.091330821138977,0.0,0.0,0.0,0.0019466532157246805,0.007732162186826461,0.049415809227507934,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02258582475279316,0.00048425361622267724,0.0,0.0,0.0,0.0,0.0,0.0,0.033963259695358176,0.0,0.0,0.0,0.009631311698390313,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006816560536514566,0.023127079725657133,0.0,0.0,0.0,0.00665476053531415,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00018034620505992012,0.0,0.0022253265970009124,0.0,0.0,0.015348566797625132,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009609138105325288,0.0,0.0,0.030178353406908567,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003488638683273272,0.00038715934372418137,0.0,0.0,0.0,0.0,0.017733433407858924,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06788905638675866,0.0,0.0,0.0,0.12179764453375239,0.0,0.02158776650063033,0.0,0.0,0.0,0.0,0.0,0.0,0.0018329575670480872,0.0,0.0,0.0,0.0,0.0,0.0,0.011092834707914041,0.0,0.0
