mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_C,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,split5_test_score,split6_test_score,split7_test_score,split8_test_score,split9_test_score,mean_test_score,std_test_score,rank_test_score,split0_train_score,split1_train_score,split2_train_score,split3_train_score,split4_train_score,split5_train_score,split6_train_score,split7_train_score,split8_train_score,split9_train_score,mean_train_score,std_train_score
0.0037877798080444337,0.00014630609868663476,0.002060866355895996,4.1531729499114286e-05,0.001,{'C': 0.001},0.5294117647058824,0.5294117647058824,0.47058823529411764,0.5294117647058824,0.5294117647058824,0.5294117647058824,0.5294117647058824,0.5,0.5,0.5,0.5147058823529411,0.01973001156617462,10,0.49333333333333335,0.49333333333333335,0.5066666666666667,0.5,0.5,0.5,0.5,0.4966887417218543,0.4966887417218543,0.4966887417218543,0.49833995584988966,0.003723830845835272
0.005996966361999511,0.0006083644939719441,0.002065706253051758,4.349643633190038e-05,0.00332829813945462,{'C': 0.00332829813945462},0.5882352941176471,0.47058823529411764,0.8823529411764706,0.5882352941176471,0.7058823529411765,0.8235294117647058,0.8235294117647058,0.75,0.625,0.625,0.6882352941176471,0.1240099197952021,4,0.7133333333333334,0.7133333333333334,0.6933333333333334,0.7133333333333334,0.7133333333333334,0.7066666666666667,0.7133333333333334,0.7152317880794702,0.7218543046357616,0.7284768211920529,0.7132229580573951,0.008659439498698417
0.01655869483947754,0.0037238110463333864,0.002272367477416992,0.00011290170777726541,0.011077568505097092,{'C': 0.011077568505097092},0.5882352941176471,0.7058823529411765,0.9411764705882353,0.7058823529411765,0.5882352941176471,0.7647058823529411,0.8235294117647058,0.6875,0.5625,0.6875,0.705514705882353,0.1102628632187207,1,0.8066666666666666,0.7866666666666666,0.78,0.8,0.7733333333333333,0.7866666666666666,0.78,0.8145695364238411,0.8079470198675497,0.7814569536423841,0.7917306843267109,0.013588842403485315
0.017468643188476563,0.002548295793206246,0.0022948265075683595,8.7346220548963e-05,0.03686945064519577,{'C': 0.03686945064519577},0.6470588235294118,0.7058823529411765,0.9411764705882353,0.6470588235294118,0.5294117647058824,0.8235294117647058,0.7058823529411765,0.5625,0.5625,0.75,0.6875,0.12122322056500663,5,0.8933333333333333,0.8733333333333333,0.8666666666666667,0.8866666666666667,0.86,0.8533333333333334,0.8733333333333333,0.8807947019867549,0.847682119205298,0.8741721854304636,0.8709315673289183,0.013625988704919002
0.02013661861419678,0.00024911682840073876,0.002309870719909668,5.562883838352504e-05,0.12271252398511903,{'C': 0.12271252398511903},0.5882352941176471,0.7058823529411765,0.9411764705882353,0.5882352941176471,0.6470588235294118,0.8823529411764706,0.5882352941176471,0.5625,0.6875,0.75,0.6941176470588235,0.12367157435926118,3,0.9333333333333333,0.92,0.92,0.9333333333333333,0.9133333333333333,0.9,0.9533333333333334,0.9403973509933775,0.9139072847682119,0.9403973509933775,0.9268035320088301,0.015223191738755389
0.02042379379272461,0.00032545951121929905,0.002382802963256836,9.449198160290387e-05,0.40842386526745217,{'C': 0.40842386526745217},0.6470588235294118,0.7058823529411765,0.9411764705882353,0.6470588235294118,0.6470588235294118,0.8235294117647058,0.5882352941176471,0.5625,0.75,0.6875,0.7,0.1076672473836382,2,0.9733333333333334,0.9733333333333334,0.9666666666666667,0.9733333333333334,0.9733333333333334,0.96,0.9866666666666667,0.9933774834437086,0.9337748344370861,0.9801324503311258,0.9713951434878588,0.015412024467117598
0.02403900623321533,0.009223443951917596,0.002520895004272461,0.00022797385061093913,1.3593563908785269,{'C': 1.3593563908785269},0.6470588235294118,0.7058823529411765,0.9411764705882353,0.5882352941176471,0.5882352941176471,0.8235294117647058,0.5882352941176471,0.5625,0.6875,0.6875,0.6819852941176471,0.11389050791930663,6,1.0,0.9866666666666667,0.9733333333333334,0.98,0.9933333333333333,0.9666666666666667,1.0,0.9933774834437086,0.9801324503311258,0.9933774834437086,0.9866887417218544,0.010747015659667142
0.02114884853363037,0.004192002200707433,0.0029028177261352537,0.0017470719438830407,4.524343346616749,{'C': 4.524343346616749},0.6470588235294118,0.7058823529411765,0.9411764705882353,0.5882352941176471,0.5882352941176471,0.8235294117647058,0.5882352941176471,0.5625,0.6875,0.6875,0.6819852941176471,0.11389050791930663,6,1.0,1.0,0.98,0.9866666666666667,1.0,0.98,1.0,0.9933774834437086,0.9867549668874173,1.0,0.9926799116997792,0.008131601799395115
0.019509315490722656,0.00014531607506604893,0.0023624658584594726,7.691705951795921e-05,15.058363542798414,{'C': 15.058363542798414},0.6470588235294118,0.7058823529411765,0.9411764705882353,0.5882352941176471,0.5882352941176471,0.8235294117647058,0.5294117647058824,0.5625,0.6875,0.6875,0.6761029411764705,0.11993918315425255,9,1.0,1.0,0.9866666666666667,0.9866666666666667,1.0,0.9866666666666667,1.0,0.9933774834437086,0.9867549668874173,1.0,0.9940132450331125,0.0062786113965556745
0.019306755065917967,0.00012109505656341682,0.0023045063018798826,5.5304045592121256e-05,50.11872336272722,{'C': 50.11872336272722},0.6470588235294118,0.7647058823529411,0.9411764705882353,0.5882352941176471,0.5882352941176471,0.8235294117647058,0.5294117647058824,0.5625,0.6875,0.6875,0.681985294117647,0.12266691632869758,8,1.0,1.0,0.9866666666666667,0.9866666666666667,1.0,0.9866666666666667,1.0,1.0,0.9867549668874173,1.0,0.9946754966887419,0.006521202959352991
